,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
833,MI,MILANO,PO015146NU1496,2017-11-10,135.68,soggiacenza statica,4.96,130.72,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,MI,MILANO,PO015146NU1496,2017-12-13,135.68,soggiacenza statica,6.87,128.81,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,MI,MILANO,PO015146NU1496,2018-01-31,135.68,soggiacenza statica,6.0,129.68,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,MI,MILANO,PO015146NU1496,2018-02-21,135.68,soggiacenza statica,6.76,128.92,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,MI,MILANO,PO015146NU1496,2018-03-14,135.68,soggiacenza statica,6.74,128.94,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,MI,MILANO,PO015146NU1496,2018-04-23,135.68,soggiacenza statica,6.0,129.68,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,MI,MILANO,PO015146NU1496,2018-05-22,135.68,soggiacenza statica,6.52,129.16,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,MI,MILANO,PO015146NU1496,2018-06-14,135.68,soggiacenza statica,5.6,130.08,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,MI,MILANO,PO015146NU1496,2018-09-22,135.68,soggiacenza statica,4.56,131.12,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,MI,MILANO,PO015146NU1496,2018-10-25,135.68,soggiacenza statica,4.85,130.83,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,MI,MILANO,PO015146NU1496,2019-01-28,135.68,soggiacenza statica,5.95,129.73,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,MI,MILANO,PO015146NU1496,2019-03-25,135.68,soggiacenza statica,6.56,129.12,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,MI,MILANO,PO015146NU1496,2019-04-12,135.68,soggiacenza statica,6.6,129.08,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,MI,MILANO,PO015146NU1496,2019-05-25,135.68,soggiacenza statica,6.11,129.57,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,MI,MILANO,PO015146NU1496,2019-06-11,135.68,soggiacenza statica,6.11,129.57,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,MI,MILANO,PO015146NU1496,2019-07-18,135.68,soggiacenza statica,5.15,130.53,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,MI,MILANO,PO015146NU1496,2019-09-12,135.68,soggiacenza statica,7.6,128.08,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,MI,MILANO,PO015146NU1496,2019-10-16,135.68,soggiacenza statica,3.65,132.03,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,MI,MILANO,PO015146NU1496,2019-11-18,135.68,soggiacenza statica,5.2,130.48,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,MI,MILANO,PO015146NU1496,2019-12-30,135.68,soggiacenza statica,4.7,130.98,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,MI,MILANO,PO015146NU1496,2020-12-17,135.68,soggiacenza statica,5.2,130.48,5.3875,6.625,129.055,130.29250000000002,1.2375000000000114,127.19874999999999,132.14875000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,MI,PIEVE EMANUELE,PO015173NR0001,2018-07-18,94.74,soggiacenza statica,2.94,91.8,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,MI,PIEVE EMANUELE,PO015173NR0001,2018-08-23,94.74,soggiacenza statica,2.97,91.77,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,MI,PIEVE EMANUELE,PO015173NR0001,2018-09-26,94.74,soggiacenza statica,3.23,91.51,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,MI,PIEVE EMANUELE,PO015173NR0001,2018-10-26,94.74,soggiacenza statica,3.3,91.44,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,MI,PIEVE EMANUELE,PO015173NR0001,2018-11-21,94.74,soggiacenza statica,3.03,91.71,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,MI,PIEVE EMANUELE,PO015173NR0001,2018-12-13,94.74,soggiacenza statica,3.1,91.64,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,MI,PIEVE EMANUELE,PO015173NR0001,2019-01-14,94.74,soggiacenza statica,5.25,89.49,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,MI,PIEVE EMANUELE,PO015173NR0001,2019-02-15,94.74,soggiacenza statica,3.22,91.52,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,MI,PIEVE EMANUELE,PO015173NR0001,2019-03-13,94.74,soggiacenza statica,3.36,91.38,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,MI,PIEVE EMANUELE,PO015173NR0001,2019-04-19,94.74,soggiacenza statica,3.11,91.63,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,MI,PIEVE EMANUELE,PO015173NR0001,2019-05-14,94.74,soggiacenza statica,2.95,91.79,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,MI,PIEVE EMANUELE,PO015173NR0001,2019-06-05,94.74,soggiacenza statica,2.91,91.83,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,MI,PIEVE EMANUELE,PO015173NR0001,2019-07-18,94.74,soggiacenza statica,3.34,91.4,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,MI,PIEVE EMANUELE,PO015173NR0001,2019-08-29,94.74,soggiacenza statica,3.49,91.25,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,MI,PIEVE EMANUELE,PO015173NR0001,2019-09-13,94.74,soggiacenza statica,3.32,91.42,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,MI,PIEVE EMANUELE,PO015173NR0001,2019-10-29,94.74,soggiacenza statica,3.26,91.48,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,MI,PIEVE EMANUELE,PO015173NR0001,2019-11-20,94.74,soggiacenza statica,2.82,91.92,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,MI,PIEVE EMANUELE,PO015173NR0001,2019-12-10,94.74,soggiacenza statica,3.17,91.57,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,MI,PIEVE EMANUELE,PO015173NR0001,2020-01-14,94.74,soggiacenza statica,3.28,91.46,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,MI,PIEVE EMANUELE,PO015173NR0001,2020-02-10,94.74,soggiacenza statica,3.35,91.39,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,MI,PIEVE EMANUELE,PO015173NR0001,2020-06-11,94.74,soggiacenza statica,2.94,91.8,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,MI,PIEVE EMANUELE,PO015173NR0001,2020-07-24,94.74,soggiacenza statica,2.73,92.01,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,MI,PIEVE EMANUELE,PO015173NR0001,2020-08-27,94.74,soggiacenza statica,3.13,91.61,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,MI,PIEVE EMANUELE,PO015173NR0001,2020-09-16,94.74,soggiacenza statica,3.01,91.73,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,MI,PIEVE EMANUELE,PO015173NR0001,2021-01-19,94.74,soggiacenza statica,3.26,91.48,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,MI,PIEVE EMANUELE,PO015173NR0001,2021-02-17,94.74,soggiacenza statica,3.22,91.52,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,MI,PIEVE EMANUELE,PO015173NR0001,2021-03-25,94.74,soggiacenza statica,3.34,91.4,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,MI,PIEVE EMANUELE,PO015173NR0001,2021-04-23,94.74,soggiacenza statica,2.09,92.65,2.9650000000000003,3.3049999999999997,91.435,91.775,0.3400000000000034,90.925,92.28500000000001,OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,MI,SETTIMO MILANESE,PO015211NUP001,2015-05-05,141.431,soggiacenza statica,5.45,135.981,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,MI,SETTIMO MILANESE,PO015211NUP001,2015-09-10,141.431,soggiacenza statica,4.77,136.661,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,MI,SETTIMO MILANESE,PO015211NUP001,2015-10-15,141.431,soggiacenza statica,5.15,136.281,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,MI,SETTIMO MILANESE,PO015211NUP001,2016-03-01,141.431,soggiacenza statica,5.83,135.601,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,MI,SETTIMO MILANESE,PO015211NUP001,2016-04-20,141.431,soggiacenza statica,5.91,135.521,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,MI,SETTIMO MILANESE,PO015211NUP001,2016-05-01,141.431,soggiacenza statica,5.39,136.041,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,MI,SETTIMO MILANESE,PO015211NUP001,2016-06-01,141.431,soggiacenza statica,4.77,136.661,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,MI,SETTIMO MILANESE,PO015211NUP001,2016-08-01,141.431,soggiacenza statica,4.87,136.561,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,MI,SETTIMO MILANESE,PO015211NUP001,2016-09-30,141.431,soggiacenza statica,5.22,136.211,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,MI,SETTIMO MILANESE,PO015211NUP001,2016-10-01,141.431,soggiacenza statica,7.7,133.731,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,MI,SETTIMO MILANESE,PO015211NUP001,2016-10-19,141.431,soggiacenza statica,5.35,136.081,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,MI,SETTIMO MILANESE,PO015211NUP001,2016-11-01,141.431,soggiacenza statica,5.59,135.841,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,MI,SETTIMO MILANESE,PO015211NUP001,2016-12-01,141.431,soggiacenza statica,6.59,134.841,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,MI,SETTIMO MILANESE,PO015211NUP001,2017-01-01,141.431,soggiacenza statica,6.27,135.161,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,MI,SETTIMO MILANESE,PO015211NUP001,2017-02-01,141.431,soggiacenza statica,6.43,135.001,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,MI,SETTIMO MILANESE,PO015211NUP001,2017-03-01,141.431,soggiacenza statica,6.35,135.081,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,MI,SETTIMO MILANESE,PO015211NUP001,2017-04-01,141.431,soggiacenza statica,6.42,135.011,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,MI,SETTIMO MILANESE,PO015211NUP001,2017-04-13,141.431,soggiacenza statica,6.35,135.081,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,MI,SETTIMO MILANESE,PO015211NUP001,2017-05-01,141.431,soggiacenza statica,6.38,135.051,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,MI,SETTIMO MILANESE,PO015211NUP001,2017-06-01,141.431,soggiacenza statica,5.25,136.181,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,MI,SETTIMO MILANESE,PO015211NUP001,2017-07-01,141.431,soggiacenza statica,4.89,136.541,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,MI,SETTIMO MILANESE,PO015211NUP001,2017-08-01,141.431,soggiacenza statica,4.71,136.721,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,MI,SETTIMO MILANESE,PO015211NUP001,2017-09-01,141.431,soggiacenza statica,4.69,136.741,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,MI,SETTIMO MILANESE,PO015211NUP001,2017-10-01,141.431,soggiacenza statica,4.95,136.481,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,MI,SETTIMO MILANESE,PO015211NUP001,2017-10-19,141.431,soggiacenza statica,6.54,134.891,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,MI,SETTIMO MILANESE,PO015211NUP001,2017-11-01,141.431,soggiacenza statica,5.95,135.481,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,MI,SETTIMO MILANESE,PO015211NUP001,2017-12-01,141.431,soggiacenza statica,6.34,135.091,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,MI,SETTIMO MILANESE,PO015211NUP001,2018-01-01,141.431,soggiacenza statica,6.9,134.531,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,MI,SETTIMO MILANESE,PO015211NUP001,2018-02-01,141.431,soggiacenza statica,6.84,134.591,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,MI,SETTIMO MILANESE,PO015211NUP001,2018-03-01,141.431,soggiacenza statica,6.75,134.681,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,MI,SETTIMO MILANESE,PO015211NUP001,2018-04-01,141.431,soggiacenza statica,6.57,134.861,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,MI,SETTIMO MILANESE,PO015211NUP001,2018-04-04,141.431,soggiacenza statica,6.56,134.871,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,MI,SETTIMO MILANESE,PO015211NUP001,2018-05-01,141.431,soggiacenza statica,6.62,134.811,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,MI,SETTIMO MILANESE,PO015211NUP001,2018-06-01,141.431,soggiacenza statica,6.84,134.591,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,MI,SETTIMO MILANESE,PO015211NUP001,2018-07-01,141.431,soggiacenza statica,6.73,134.701,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,MI,SETTIMO MILANESE,PO015211NUP001,2018-08-01,141.431,soggiacenza statica,6.8,134.631,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,MI,SETTIMO MILANESE,PO015211NUP001,2018-09-01,141.431,soggiacenza statica,6.88,134.551,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,MI,SETTIMO MILANESE,PO015211NUP001,2018-10-01,141.431,soggiacenza statica,6.78,134.651,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,MI,SETTIMO MILANESE,PO015211NUP001,2018-11-01,141.431,soggiacenza statica,6.81,134.621,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,MI,SETTIMO MILANESE,PO015211NUP001,2018-12-01,141.431,soggiacenza statica,6.83,134.601,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,MI,SETTIMO MILANESE,PO015211NUP001,2019-04-10,141.431,soggiacenza statica,7.28,134.151,5.35,6.75,134.681,136.081,1.3999999999999773,132.58100000000005,138.18099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,MI,VERMEZZO,PO0152350U0001,2005-01-01,115.42,soggiacenza statica,2.4,113.02,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,MI,VERMEZZO,PO0152350U0001,2005-02-01,115.42,soggiacenza statica,2.7,112.72,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,MI,VERMEZZO,PO0152350U0001,2005-03-01,115.42,soggiacenza statica,2.9,112.52,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,MI,VERMEZZO,PO0152350U0001,2005-05-01,115.42,soggiacenza statica,2.8,112.62,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,MI,VERMEZZO,PO0152350U0001,2005-06-01,115.42,soggiacenza statica,2.3,113.12,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,MI,VERMEZZO,PO0152350U0001,2005-07-01,115.42,soggiacenza statica,2.1,113.32,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,MI,VERMEZZO,PO0152350U0001,2005-08-01,115.42,soggiacenza statica,2.0,113.42,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,MI,VERMEZZO,PO0152350U0001,2005-09-01,115.42,soggiacenza statica,2.0,113.42,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,MI,VERMEZZO,PO0152350U0001,2005-10-01,115.42,soggiacenza statica,2.3,113.12,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,MI,VERMEZZO,PO0152350U0001,2005-11-01,115.42,soggiacenza statica,2.1,113.32,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,MI,VERMEZZO,PO0152350U0001,2005-12-01,115.42,soggiacenza statica,2.4,113.02,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,MI,VERMEZZO,PO0152350U0001,2006-01-01,115.42,soggiacenza statica,2.5,112.92,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,MI,VERMEZZO,PO0152350U0001,2006-02-01,115.42,soggiacenza statica,2.4,113.02,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,MI,VERMEZZO,PO0152350U0001,2006-03-01,115.42,soggiacenza statica,2.8,112.62,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,MI,VERMEZZO,PO0152350U0001,2006-04-01,115.42,soggiacenza statica,2.7,112.72,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,MI,VERMEZZO,PO0152350U0001,2006-05-01,115.42,soggiacenza statica,2.6,112.82,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,MI,VERMEZZO,PO0152350U0001,2006-06-01,115.42,soggiacenza statica,2.2,113.22,2.3,2.99,112.43,113.12,0.6899999999999977,111.39500000000001,114.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
