,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1
2541,VA,SARONNO,PO012119NU0009,2019-01-18,209.33,soggiacenza statica,33.33,176.0,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2542,VA,SARONNO,PO012119NU0009,2019-02-11,209.33,soggiacenza statica,33.52,175.81,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2543,VA,SARONNO,PO012119NU0009,2019-03-29,209.33,soggiacenza statica,33.81,175.52,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2544,VA,SARONNO,PO012119NU0009,2019-04-30,209.33,soggiacenza statica,33.92,175.41,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2545,VA,SARONNO,PO012119NU0009,2019-05-15,209.33,soggiacenza statica,34.02,175.31,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2546,VA,SARONNO,PO012119NU0009,2019-06-27,209.33,soggiacenza statica,34.34,174.99,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2547,VA,SARONNO,PO012119NU0009,2019-07-26,209.33,soggiacenza statica,34.63,174.7,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2548,VA,SARONNO,PO012119NU0009,2019-09-09,209.33,soggiacenza statica,34.87,174.46,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2549,VA,SARONNO,PO012119NU0009,2019-10-04,209.33,soggiacenza statica,35.02,174.31,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2550,VA,SARONNO,PO012119NU0009,2019-11-18,209.33,soggiacenza statica,35.18,174.15,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2551,VA,SARONNO,PO012119NU0009,2019-12-17,209.33,soggiacenza statica,35.03,174.3,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2552,VA,SARONNO,PO012119NU0009,2020-01-28,209.33,soggiacenza statica,34.7,174.63,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2553,VA,SARONNO,PO012119NU0009,2020-06-26,209.33,soggiacenza statica,34.56,174.77,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2554,VA,SARONNO,PO012119NU0009,2020-07-27,209.33,soggiacenza statica,34.49,174.84,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2555,VA,SARONNO,PO012119NU0009,2020-10-27,209.33,soggiacenza statica,37.6,171.73,27.729999999999997,32.849999999999994,176.48000000000002,181.60000000000002,5.1200000000000045,168.8,189.28000000000003,,,,,,,,,
2556,CO,FIGINO SERENZA,PO013101NUP001,2014-02-01,307.536,soggiacenza statica,105.5,202.036,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2557,CO,FIGINO SERENZA,PO013101NUP001,2015-10-19,307.536,soggiacenza statica,100.87,206.666,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2558,CO,FIGINO SERENZA,PO013101NUP001,2016-02-22,307.536,soggiacenza statica,102.0,205.536,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2559,CO,FIGINO SERENZA,PO013101NUP001,2016-04-05,307.536,soggiacenza statica,101.96,205.576,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2560,CO,FIGINO SERENZA,PO013101NUP001,2016-05-07,307.536,soggiacenza statica,101.5,206.036,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2561,CO,FIGINO SERENZA,PO013101NUP001,2016-06-20,307.536,soggiacenza statica,103.2,204.336,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2562,CO,FIGINO SERENZA,PO013101NUP001,2016-07-22,307.536,soggiacenza statica,103.41,204.126,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2563,CO,FIGINO SERENZA,PO013101NUP001,2016-08-01,307.536,soggiacenza statica,103.3,204.236,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2564,CO,FIGINO SERENZA,PO013101NUP001,2016-11-01,307.536,soggiacenza statica,103.0,204.536,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2565,CO,FIGINO SERENZA,PO013101NUP001,2017-02-13,307.536,soggiacenza statica,103.49,204.046,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2566,CO,FIGINO SERENZA,PO013101NUP001,2017-04-14,307.536,soggiacenza statica,104.11,203.426,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2567,CO,FIGINO SERENZA,PO013101NUP001,2017-06-20,307.536,soggiacenza statica,102.51,205.026,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2568,CO,FIGINO SERENZA,PO013101NUP001,2017-09-01,307.536,soggiacenza statica,105.57,201.966,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2569,CO,FIGINO SERENZA,PO013101NUP001,2017-10-02,307.536,soggiacenza statica,105.57,201.966,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2570,CO,FIGINO SERENZA,PO013101NUP001,2017-12-29,307.536,soggiacenza statica,105.9,201.636,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2571,CO,FIGINO SERENZA,PO013101NUP001,2018-02-28,307.536,soggiacenza statica,106.04,201.496,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2572,CO,FIGINO SERENZA,PO013101NUP001,2018-04-27,307.536,soggiacenza statica,106.37,201.166,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2573,CO,FIGINO SERENZA,PO013101NUP001,2018-06-28,307.536,soggiacenza statica,106.16,201.376,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2574,CO,FIGINO SERENZA,PO013101NUP001,2018-08-30,307.536,soggiacenza statica,106.0,201.536,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2575,CO,FIGINO SERENZA,PO013101NUP001,2019-02-10,307.536,soggiacenza statica,106.61,200.926,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2576,CO,FIGINO SERENZA,PO013101NUP001,2019-04-03,307.536,soggiacenza statica,107.25,200.286,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2577,CO,FIGINO SERENZA,PO013101NUP001,2019-06-30,307.536,soggiacenza statica,107.78,199.756,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2578,CO,FIGINO SERENZA,PO013101NUP001,2019-10-30,307.536,soggiacenza statica,108.5,199.036,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2579,CO,FIGINO SERENZA,PO013101NUP001,2019-12-20,307.536,soggiacenza statica,107.82,199.716,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2580,CO,FIGINO SERENZA,PO013101NUP001,2020-02-20,307.536,soggiacenza statica,107.73,199.806,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2581,CO,FIGINO SERENZA,PO013101NUP001,2020-04-10,307.536,soggiacenza statica,107.69,199.846,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2582,CO,FIGINO SERENZA,PO013101NUP001,2020-06-10,307.536,soggiacenza statica,107.53,200.006,103.25,106.93,200.606,204.286,3.680000000000007,195.08599999999998,209.806,,,,,,,,,
2583,CO,ROVELLO PORRO,PO0132020U0003,2001-09-01,234.592,soggiacenza statica,48.2,186.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2584,CO,ROVELLO PORRO,PO0132020U0003,2001-10-01,234.592,soggiacenza statica,48.3,186.292,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2585,CO,ROVELLO PORRO,PO0132020U0003,2002-02-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2586,CO,ROVELLO PORRO,PO0132020U0003,2002-04-01,234.592,soggiacenza statica,49.8,184.792,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2587,CO,ROVELLO PORRO,PO0132020U0003,2002-05-01,234.592,soggiacenza statica,49.9,184.692,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2588,CO,ROVELLO PORRO,PO0132020U0003,2002-06-01,234.592,soggiacenza statica,49.9,184.692,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2589,CO,ROVELLO PORRO,PO0132020U0003,2002-10-01,234.592,soggiacenza statica,48.2,186.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2590,CO,ROVELLO PORRO,PO0132020U0003,2002-11-01,234.592,soggiacenza statica,46.0,188.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2591,CO,ROVELLO PORRO,PO0132020U0003,2002-12-01,234.592,soggiacenza statica,46.1,188.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2592,CO,ROVELLO PORRO,PO0132020U0003,2003-01-01,234.592,soggiacenza statica,46.0,188.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2593,CO,ROVELLO PORRO,PO0132020U0003,2003-02-01,234.592,soggiacenza statica,46.1,188.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2594,CO,ROVELLO PORRO,PO0132020U0003,2003-03-01,234.592,soggiacenza statica,46.1,188.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2595,CO,ROVELLO PORRO,PO0132020U0003,2003-04-01,234.592,soggiacenza statica,46.05,188.542,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2596,CO,ROVELLO PORRO,PO0132020U0003,2003-05-01,234.592,soggiacenza statica,46.05,188.542,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2597,CO,ROVELLO PORRO,PO0132020U0003,2003-06-01,234.592,soggiacenza statica,47.55,187.042,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2598,CO,ROVELLO PORRO,PO0132020U0003,2003-07-01,234.592,soggiacenza statica,46.5,188.092,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2599,CO,ROVELLO PORRO,PO0132020U0003,2003-08-01,234.592,soggiacenza statica,47.3,187.292,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2600,CO,ROVELLO PORRO,PO0132020U0003,2003-11-01,234.592,soggiacenza statica,46.0,188.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2601,CO,ROVELLO PORRO,PO0132020U0003,2004-01-01,234.592,soggiacenza statica,47.1,187.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2602,CO,ROVELLO PORRO,PO0132020U0003,2004-02-01,234.592,soggiacenza statica,47.0,187.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2603,CO,ROVELLO PORRO,PO0132020U0003,2004-03-01,234.592,soggiacenza statica,47.0,187.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2604,CO,ROVELLO PORRO,PO0132020U0003,2004-04-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2605,CO,ROVELLO PORRO,PO0132020U0003,2004-05-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2606,CO,ROVELLO PORRO,PO0132020U0003,2004-06-01,234.592,soggiacenza statica,48.6,185.992,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2607,CO,ROVELLO PORRO,PO0132020U0003,2004-07-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2608,CO,ROVELLO PORRO,PO0132020U0003,2004-08-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2609,CO,ROVELLO PORRO,PO0132020U0003,2004-09-01,234.592,soggiacenza statica,48.05,186.542,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2610,CO,ROVELLO PORRO,PO0132020U0003,2004-10-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2611,CO,ROVELLO PORRO,PO0132020U0003,2004-11-01,234.592,soggiacenza statica,48.05,186.542,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2612,CO,ROVELLO PORRO,PO0132020U0003,2004-12-01,234.592,soggiacenza statica,48.0,186.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2613,CO,ROVELLO PORRO,PO0132020U0003,2005-01-01,234.592,soggiacenza statica,48.2,186.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2614,CO,ROVELLO PORRO,PO0132020U0003,2005-02-01,234.592,soggiacenza statica,48.2,186.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2615,CO,ROVELLO PORRO,PO0132020U0003,2005-03-01,234.592,soggiacenza statica,48.2,186.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2616,CO,ROVELLO PORRO,PO0132020U0003,2005-05-01,234.592,soggiacenza statica,48.4,186.192,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2617,CO,ROVELLO PORRO,PO0132020U0003,2005-07-01,234.592,soggiacenza statica,53.0,181.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2618,CO,ROVELLO PORRO,PO0132020U0003,2005-08-01,234.592,soggiacenza statica,53.3,181.292,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2619,CO,ROVELLO PORRO,PO0132020U0003,2005-09-01,234.592,soggiacenza statica,53.8,180.792,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2620,CO,ROVELLO PORRO,PO0132020U0003,2005-11-01,234.592,soggiacenza statica,54.5,180.092,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2621,CO,ROVELLO PORRO,PO0132020U0003,2005-12-01,234.592,soggiacenza statica,54.85,179.742,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2622,CO,ROVELLO PORRO,PO0132020U0003,2006-01-01,234.592,soggiacenza statica,54.85,179.742,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2623,CO,ROVELLO PORRO,PO0132020U0003,2006-02-01,234.592,soggiacenza statica,55.2,179.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2624,CO,ROVELLO PORRO,PO0132020U0003,2006-03-01,234.592,soggiacenza statica,54.4,180.192,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2625,CO,ROVELLO PORRO,PO0132020U0003,2006-04-01,234.592,soggiacenza statica,55.6,178.992,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2626,CO,ROVELLO PORRO,PO0132020U0003,2006-06-01,234.592,soggiacenza statica,55.85,178.742,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2627,CO,ROVELLO PORRO,PO0132020U0003,2006-07-01,234.592,soggiacenza statica,56.0,178.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2628,CO,ROVELLO PORRO,PO0132020U0003,2006-08-01,234.592,soggiacenza statica,56.5,178.092,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2629,CO,ROVELLO PORRO,PO0132020U0003,2006-09-01,234.592,soggiacenza statica,56.5,178.092,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2630,CO,ROVELLO PORRO,PO0132020U0003,2006-10-01,234.592,soggiacenza statica,56.75,177.842,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2631,CO,ROVELLO PORRO,PO0132020U0003,2006-11-01,234.592,soggiacenza statica,56.8,177.792,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2632,CO,ROVELLO PORRO,PO0132020U0003,2007-01-11,234.592,soggiacenza statica,57.1,177.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2633,CO,ROVELLO PORRO,PO0132020U0003,2007-02-11,234.592,soggiacenza statica,57.2,177.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2634,CO,ROVELLO PORRO,PO0132020U0003,2007-03-03,234.592,soggiacenza statica,57.5,177.092,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2635,CO,ROVELLO PORRO,PO0132020U0003,2007-04-28,234.592,soggiacenza statica,57.6,176.992,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2636,CO,ROVELLO PORRO,PO0132020U0003,2007-05-17,234.592,soggiacenza statica,58.1,176.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2637,CO,ROVELLO PORRO,PO0132020U0003,2007-06-17,234.592,soggiacenza statica,58.15,176.442,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2638,CO,ROVELLO PORRO,PO0132020U0003,2007-08-17,234.592,soggiacenza statica,57.65,176.942,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2639,CO,ROVELLO PORRO,PO0132020U0003,2007-09-15,234.592,soggiacenza statica,59.83,174.762,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2640,CO,ROVELLO PORRO,PO0132020U0003,2007-10-15,234.592,soggiacenza statica,56.93,177.662,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2641,CO,ROVELLO PORRO,PO0132020U0003,2007-11-16,234.592,soggiacenza statica,57.08,177.512,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2642,CO,ROVELLO PORRO,PO0132020U0003,2007-12-15,234.592,soggiacenza statica,59.73,174.862,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2643,CO,ROVELLO PORRO,PO0132020U0003,2008-01-15,234.592,soggiacenza statica,59.63,174.962,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2644,CO,ROVELLO PORRO,PO0132020U0003,2008-02-10,234.592,soggiacenza statica,59.73,174.862,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2645,CO,ROVELLO PORRO,PO0132020U0003,2008-03-10,234.592,soggiacenza statica,60.53,174.062,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2646,CO,ROVELLO PORRO,PO0132020U0003,2008-04-10,234.592,soggiacenza statica,60.43,174.162,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2647,CO,ROVELLO PORRO,PO0132020U0003,2008-05-10,234.592,soggiacenza statica,60.43,174.162,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2648,CO,ROVELLO PORRO,PO0132020U0003,2008-08-01,234.592,soggiacenza statica,58.83,175.762,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2649,CO,ROVELLO PORRO,PO0132020U0003,2008-10-20,234.592,soggiacenza statica,58.68,175.912,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2650,CO,ROVELLO PORRO,PO0132020U0003,2009-01-01,234.592,soggiacenza statica,56.7,177.892,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2651,CO,ROVELLO PORRO,PO0132020U0003,2009-02-01,234.592,soggiacenza statica,56.4,178.192,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2652,CO,ROVELLO PORRO,PO0132020U0003,2009-03-01,234.592,soggiacenza statica,55.3,179.292,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2653,CO,ROVELLO PORRO,PO0132020U0003,2009-04-01,234.592,soggiacenza statica,55.1,179.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2654,CO,ROVELLO PORRO,PO0132020U0003,2009-05-01,234.592,soggiacenza statica,54.8,179.792,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2655,CO,ROVELLO PORRO,PO0132020U0003,2009-07-01,234.592,soggiacenza statica,54.1,180.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2656,CO,ROVELLO PORRO,PO0132020U0003,2009-08-01,234.592,soggiacenza statica,54.2,180.392,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2657,CO,ROVELLO PORRO,PO0132020U0003,2009-09-01,234.592,soggiacenza statica,54.0,180.592,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2658,CO,ROVELLO PORRO,PO0132020U0003,2009-10-01,234.592,soggiacenza statica,53.1,181.492,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2659,CO,ROVELLO PORRO,PO0132020U0003,2009-11-01,234.592,soggiacenza statica,53.4,181.192,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2660,CO,ROVELLO PORRO,PO0132020U0003,2009-12-01,234.592,soggiacenza statica,53.7,180.892,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2661,CO,ROVELLO PORRO,PO0132020U0003,2010-01-01,234.592,soggiacenza statica,53.75,180.842,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2662,CO,ROVELLO PORRO,PO0132020U0003,2010-02-01,234.592,soggiacenza statica,53.85,180.742,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
2663,CO,ROVELLO PORRO,PO0132020U0003,2010-03-01,234.592,soggiacenza statica,53.3,181.292,48.037499999999994,54.8125,179.77949999999998,186.55450000000002,6.775000000000034,169.61699999999993,196.71700000000007,,,,,,,,,
