,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,INT_Q_SOGG,INF.1,SUP.1,OUTLIER_SOGG,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 25,Unnamed: 26,Etichette di colonna,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
47,BS,PONTEVICO,PO0171490UC593,2014-12-17,47.52,soggiacenza statica,6.82,40.7,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BS,PONTEVICO,PO0171490UC593,2015-01-22,47.52,soggiacenza statica,7.0,40.52,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BS,PONTEVICO,PO0171490UC593,2015-02-04,47.52,soggiacenza statica,7.04,40.48,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BS,PONTEVICO,PO0171490UC593,2015-03-13,47.52,soggiacenza statica,6.83,40.69,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BS,PONTEVICO,PO0171490UC593,2015-04-23,47.52,soggiacenza statica,7.28,40.24,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BS,PONTEVICO,PO0171490UC593,2015-05-07,47.52,soggiacenza statica,7.45,40.07,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BS,PONTEVICO,PO0171490UC593,2015-06-26,47.52,soggiacenza statica,9.04,38.48,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,BS,PONTEVICO,PO0171490UC593,2015-08-20,47.52,soggiacenza statica,10.13,37.39,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,BS,PONTEVICO,PO0171490UC593,2015-09-16,47.52,soggiacenza statica,6.6,40.92,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,BS,PONTEVICO,PO0171490UC593,2015-10-27,47.52,soggiacenza statica,6.72,40.8,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,BS,PONTEVICO,PO0171490UC593,2015-11-25,47.52,soggiacenza statica,7.66,39.86,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,BS,PONTEVICO,PO0171490UC593,2015-12-15,47.52,soggiacenza statica,7.7,39.82,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,BS,PONTEVICO,PO0171490UC593,2016-01-24,47.52,soggiacenza statica,7.74,39.78,38.5,40.096505376344,1.5965053763439983,36.105241935484,42.491263440859996, ,7.423494623655949,9.02,1.5965053763440507,5.0287365591398725,11.414758064516075, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
