CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,CODICE_SSG,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,DATA_FINE,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_OLONA,z_Milano1950,z_SSG,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO1080350U0024,,,2.0,,MB,NOVA MILANESE,IT03GWBISSAPTA_PO1080350U0024,1.0,2,M,2000-01-01 00:00:00,2021-03-01,PO0151560U0024,,,1514999.0,5048844.0,514972.0,5048824.0,1.0,174.02,176.6,-2.58,85.0,2.0,50.0,79.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.592797162451646,9.191952763436623,,,,,,,,,,,,,
PO1080390U0026,,,2.0,,MB,SEREGNO,IT03GWBISSAPTA_PO1080390U0026,3.0,2,M,2015-04-01 00:00:00,2021-03-01,173; PO0152080U0026,,,1516768.0,5056444.0,516742.0,5056425.0,1.0,230.749,233.749,3.0,96.0,3.0,68.0,88.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.66117240219961,9.21490667176786,,,,,,,,,,,,,
PO0150020U0005,,,2.0,,MI,ABBIATEGRASSO,IT03GWBISSMPTLN_PO0150020U0005,1.0,2,N,2012-01-01 00:00:00,2018-05-01,,,PO0150050U0010,1493737.0,5027427.0,493710.0,5027408.0,1.0,120.75,120.75,0.0,73.0,1.0,34.44,58.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.40016171743805,8.919631769878041,,,,,,,,,,,,,
PO0150020U0014,,,2.0,,MI,ABBIATEGRASSO,IT03GWBISSMPTLN_PO0150020U0014,3.0,2,M,2020-05-01 00:00:00,2020-12-01,PO015020NU0014,,,1493143.5583904362,5028398.990489883,493116.0,5028379.0,2.0,122.0,122.0,,104.0,1.0,67.0,94.0,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.40889636433807,8.912028591055696,,,,,,,,,,,,,
PO0150150U0001,0150150001,,2.0,,MI,BASIGLIO,IT03GWBISSMPTLN_PO0150150U0001,1.0,2,N,1977-01-01 00:00:00,2018-12-01,,PO015173NR0001,,1512896.0,5021812.0,512869.0,5021793.0,1.0,96.789,96.789,0.0,42.0,1.0,32.0,40.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,p.za M.Rossi-Chiesa-p.zza M. Rossi-Chiesa-Piazza Rossi-Chiesa,PTUA2022-PTUA2003-CAP,45.34952935902273,9.164282389726978,0150150001,96.68,96.68,,,,,X,1,,,,
PO015019NR0001,,,2.0,,MI,BERNATE TICINO,IT03GWBISSAPTA_PO015019NR0001,1.0,2,M,2013-03-01 00:00:00,2020-12-01,PO0150190U0001,,,1486533.0,5037861.0,486506.0,5037842.0,1.0,151.01,151.13,0.12,63.5,1.0,40.0,54.25,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,v.Pellico-Casate-via Pellico-Casate,PTUA2022-PTUA2003,45.493978163383666,8.827299185110007,0150190001,139.53,,,,,,X,1,,,,
PO015041NR0075,,,2.0,,MI,BUSTO GAROLFO,IT03GWBISSAPTA_PO015041NR0075,1.0,1,M,2014-05-01 00:00:00,2021-02-01,0150410075,,,1491363.0,5042033.0,491337.0,5042014.0,1.0,171.64,172.01,-0.37,30.0,1.0,15.0,30.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.531607490202425,8.889054061307203,,,,,,,,,,,,,
PO015051NR0012,0150510012,,2.0,,MI,CARUGATE,IT03GWBISSAPTA_PO015051NR0012,3.0,1,M,2016-02-01 00:00:00,2021-01-01,0150510012,,,1526121.0,5045232.0,526092.0,5045211.0,2.0,153.0,153.0,,40.0,2.0,22.0,37.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.55994854161797,9.334324909887304,,,,,,,,,,,,,
PO015060NU0070,0150600070,,2.0,,MI,CASSINA DE' PECCHI,IT03GWBISSAPTA_PO015060NU0070,1.0,1,M,2014-05-01 00:00:00,2021-04-01,0150600070,,,1528584.0,5041396.0,528555.0,5041375.0,1.0,134.13,134.13,0.0,43.0,,,,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.525324428280804,9.3656595767229,,,,,,,,,,,,,
PO015062NR0071,,,2.0,,MI,CASTANO PRIMO,IT03GWBISSAPTA_PO015062NR0071,1.0,1,M,2014-05-01 00:00:00,2021-04-01,0150620071,,,1479280.0,5043827.0,479252.0,5043806.0,1.0,170.69,170.64,0.05,35.0,1.0,20.0,35.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.54748207756073,8.73420820654395,,,,,,,,,,,,,
PO0150870U0001,,,2.0,,MI,CORNAREDO,IT03GWBISSMPTLN_PO0150870U0001,1.0,2,M,2009-01-01 00:00:00,2018-12-01,,,,1501585.0,5037867.0,501558.0,5037847.0,1.0,142.84,142.84,0.0,66.7,2.0,30.7,62.7,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.49415197913191,9.019939876318421,,,,,,,,,,,,,
PO0151080U0002,0151080002,,2.0,,MI,GORGONZOLA,IT03GWBISSAPTA_PO0151080U0002,3.0,2,M,2016-02-01 00:00:00,2018-06-01,PO015108NU0002,,,1532076.0,5042267.0,532049.0,5042247.0,2.0,134.37,134.37,,90.0,1.0,33.05,46.6,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.53302119623268,9.410457803668589,,,,,,,,,,,,,
PO015113NUP001,,,2.0,,MI,INVERUNO,IT03GWBISSAPTA_PO015113NUP001,1.0,1,M,2016-02-01 00:00:00,2021-04-01,85,,,1489324.0,5039486.0,489298.0,5039467.0,1.0,158.606,158.826,0.22,25.0,1.0,9.0,25.0,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.50865339804981,8.862996566726821,,,,,,,,,,,,,
PO015140NR0109,,,2.0,,MI,MELEGNANO,IT03GWBISSMPTLN_PO015140NR0109,1.0,1,M,2015-03-01 00:00:00,2021-04-01,0151400109,,,1525126.0,5022191.0,525097.0,5022171.0,1.0,90.34,90.52,-0.18,21.0,1.0,9.0,20.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,SI,,PTUA2022,45.35260064199001,9.320399277529186,,,,,,,,,,,,,
PO015146NU1120,0151461120,FOG40,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1120,1.0,2,M,1952-01-01 00:00:00,2019-12-01,,,,1513631.0,5033934.0,513604.0,5033914.0,1.0,117.37,117.37,0.0,17.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn. PZ 40-SCUOLA DI VIA ARIBERTO 12-14,PTUA2022-PTUA2003-FOG,45.45861958137727,9.173999779020887,0151461120,117.74,,,,117.74,,,1,,,,
PO015146NU1313,0151461313,FOG43,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1313,1.0,2,M,1952-04-01 00:00:00,2020-12-01,PO0151460U1313,,,1519778.0,5037955.0,519751.0,5037935.0,1.0,118.845,118.845,0.0,19.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn. PZ 43  -PARCO LAMBRO V.LE VAN GOGH 10 (MAGAZZINO PIANTAGIONI),PTUA2022-PTUA2003-Idroscalo2005-FOG,45.49466612435916,9.25278311987484,0151461313,119.3,,119.3,,119.3,,,1,,,,
PO015146NU1353,0151462122,FOG50,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1353,1.0,2,M,2005-03-01 00:00:00,2020-12-01,,,,1519822.0,5033800.0,519795.0,5033780.0,1.0,108.811,108.811,0.0,16.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,SCUOLA VIA MONLUE' 65 (FOG),PTUA2022-Idroscalo2005-FOG,45.4572653659559,9.253178716873853,,,,108.66,,109.14,,,,,,,
PO015146NU1378,0151461378,FOG39,2.0,,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1378,1.0,2,M,1952-01-01 00:00:00,2020-07-01,,,,1515314.0,5031525.0,515287.0,5031505.0,1.0,111.174,111.174,0.0,14.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA ANTONINI 50,PTUA2022-Idroscalo2005-FOG,45.436900954265056,9.195450900660996,,,,111.91,,111.91,,,,,,,
PO015146NU1379,0151461379,FOG54,2.0,,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1379,1.0,2,M,1954-01-01 00:00:00,2019-12-01,PO0151460U1379,,,1518797.0,5029392.0,518770.0,5029372.0,1.0,103.009,103.009,0.0,7.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,Fogn. PZ 54-SCUOLA VIA S. BERNARDO 19 (CHIARAVALLE),PTUA2022-PTUA2003-Idroscalo2005-FOG,45.41761657687625,9.239900862531567,0151461379,103.4,,103.4,,103.4,,,1,,,,
PO015146NU1435,0151461435,FOG20,2.0,,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1435,1.0,2,M,1950-07-01 00:00:00,2020-07-01,PO0151460U1435,,,1509889.0,5031683.0,509862.0,5031663.0,1.0,115.102,115.102,0.0,9.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,Fogn. PZ 20-Scuola di Via San Colombano n.8 - RONCHETTO.S\N,PTUA2022-PTUA2003-FOG,45.43842076992926,9.126093314466248,0151461435,114.2,,,,114.84,,,1,,,,
PO015146NU1489,0151461489,FOG71,2.0,,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1489,1.0,2,N,1954-07-01 00:00:00,2018-09-01,,,,1505573.0,5032814.0,505546.0,5032794.0,1.0,122.041,122.041,0.0,12.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA MUGGIANO 16,PTUA2022-FOG,45.44864873447879,9.070922722823543,,,,,,122.42,,,,,,,
PO015146NU1496,0151461496,FOG57,2.0,,MI,MILANO,IT03GWBISSMPTLN_PO015146NU1496,1.0,2,M,1954-01-01 00:00:00,2020-12-01,,,,1506100.0,5037850.0,506073.0,5037830.0,1.0,135.68,135.68,0.0,15.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,SCUOLA VIA SILLA 150,PTUA2022-FOG,45.49397425749584,9.077724318700698,,,,,,135.63,,,,,,,
PO015146NU1534,0151461534,FOG4,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1534,1.0,2,M,1959-01-01 00:00:00,2020-12-01,PO0151460U1534,,,1510150.0,5040217.0,510123.0,5040197.0,1.0,138.95,138.83,0.12,24.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,Fogn.PZ 4-VIA CARBONIA - MARCIAPIEDE DI FRONTE AL N. 5,PTUA2022-PTUA2003-FOG,45.51523284574417,9.129606368874434,0151461534,138.83,,,,138.8,,,1,,,,
PO015146NU1536,0151461536,FOG28,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1536,1.0,2,M,1952-01-01 00:00:00,2020-07-01,,,,1511891.0,5036706.0,511864.0,5036686.0,1.0,125.2,125.2,0.0,19.0,,,,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,VIA GATTAMELATA 35,PTUA2022-FOG,45.48360250118908,9.151811643170053,,,,,,125.5,,,,,,,
PO015146NU1557,0151461557,FOG8,2.0,,MI,MILANO,IT03GWBISSAPTA_PO015146NU1557,1.0,2,M,1950-07-01 00:00:00,2020-07-01,,,,1514421.0,5036858.0,514394.0,5036838.0,1.0,123.76,123.7,0.06,30.0,,,,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,SCUOLA VIA D'AZEGLIO,PTUA2022-Idroscalo2005-FOG,45.48492305802869,9.184189806521267,,,,123.52,,124.19,,,,,,,
PO015173NR0001,,,2.0,,MI,PIEVE EMANUELE,IT03GWBISSMPTLN_PO015173NR0001,1.0,1,M,2018-07-01 00:00:00,2021-04-01,,,PO0150150U0001,1515750.0,5020780.0,515723.0,5020760.0,,94.74,94.74,0.0,30.0,1.0,6.0,27.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.34017277655506,9.200682769406674,,,,,,,,,,,,,
PO0151810U0001,,,2.0,,MI,RESCALDINA,IT03GWBISSAPTA_PO0151810U0001,1.0,2,M,2001-05-01 00:00:00,2018-12-01,,,,1496137.0,5051418.0,496110.0,5051398.0,1.0,222.44,222.54,-0.1,81.7,2.0,51.7,73.7,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"via Melzi-Comune I-via Melzi Comune, 1-via Melzi Comune, 1",PTUA2022-PTUA2003-OLONA,45.61611603135312,8.950106488910535,0151810001-0151810001,180.25,,,180.25,,,X,1,,,,
PO015194NU0017,,,2.0,,MI,SAN GIORGIO SU LEGNANO,IT03GWBISSAPTA_PO015194NU0017,1.0,1,M,2014-05-01 00:00:00,2021-04-01,0151940017,,,1492959.0,5045915.0,492931.0,5045894.0,1.0,191.6,191.65,-0.05,50.0,1.0,28.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.56654955411028,8.90941210511973,,,,,,,,,,,,,
PO0152020U0025,,,2.0,,MI,SAN ZENONE AL LAMBRO,IT03GWBISSMPLAS_PO0152020U0025,3.0,2,M,2015-05-01 00:00:00,2019-06-01,222,,,1528317.0,5018901.0,528291.0,5018882.0,1.0,84.866,84.686,-0.18,28.0,1.0,22.0,28.0,POTABILE,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.32287399221552,9.360986349896894,,,,,,,,,,,,,
PO0152060U0004,0152060004,,2.0,,MI,SENAGO,IT03GWBISSAPTA_PO0152060U0004,3.0,2,M,2005-01-01 00:00:00,2018-12-01,PO015206U00004,,,1510321.0,5047258.0,510294.0,5047238.0,1.0,169.78,169.78,0.0,104.0,2.0,41.29,64.11,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.57860664614248,9.1319438897114,,,,,,,,,,,,,
PO0152100U0004,0152100004,,2.0,,MI,SETTALA,IT03GWBISSMPLAN_PO0152100U0004,1.0,2,M,1999-01-01 00:00:00,2017-11-01,,,,1530941.0,5030996.0,530914.0,5030976.0,1.0,97.739,97.739,0.0,43.0,4.0,14.0,39.0,INDUSTRIALE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,depuratore-depuratore-depuratore,PTUA2022-PTUA2003-CAP,45.43162280811389,9.395212037017748,0152100004,98.83,98.42,,,,,X,1,,,,
PO015211NUP001,0152110112,,2.0,,MI,SETTIMO MILANESE,IT03GWBISSMPTLN_PO015211NUP001,3.0,2,M,2015-05-01 00:00:00,2019-04-01,124,,,1503725.0,5038360.0,503699.0,5038341.0,1.0,141.431,141.341,-0.09,54.0,,,,POTABILE,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.49859047185704,9.047344927630292,,,,,,,,,,,,,
PO015219NU0009,,,2.0,,MI,TREZZANO ROSA,IT03GWBISSAPTA_PO015219NU0009,1.0,2,M,2015-05-01 00:00:00,2018-12-01,199,,,1537546.0,5047790.0,537519.0,5047771.0,1.0,168.999,170.379,1.38,45.0,1.0,34.0,40.5,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.58246801709109,9.480934831216322,,,,,,,,,,,,,
PO0152210U0001,,,2.0,,MI,TREZZO SULL'ADDA,IT03GWBISSAPTA_PO0152210U0001,3.0,2,M,2000-01-01 00:00:00,2019-04-01,PO015221NU0001,,,1540538.0,5051087.0,540511.0,5051067.0,1.0,150.393,150.393,0.0,32.98,1.0,17.0,32.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-via Visconti",PTUA2022-PTUA2003,45.6119661346521,9.519559768178949,0152210001,141.68,,,,,,X,1,,,,
PO0152490U0002,,,2.0,,MI,VANZAGHELLO,IT03GWBISSAPTA_PO0152490U0002,1.0,2,M,2005-01-01 00:00:00,2018-12-01,,,,1482359.0,5046739.0,482332.0,5046719.0,1.0,191.913,191.913,0.0,60.0,1.0,54.0,58.0,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-C.La Fogna piez-c.na Fogna",PTUA2022-PTUA2003,45.57378689030802,8.773558840213552,0152490020,191.5,,,,,,X,1,,,,
PO0152350U0001,0152350001,,2.0,,MI,VERMEZZO,IT03GWBISSMPTLN_PO0152350U0001,1.0,2,M,2005-01-01 00:00:00,2018-12-01,,,,1498620.0,5026505.0,498593.0,5026486.0,1.0,115.42,115.42,0.0,61.96,2.0,40.41,59.76,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.39188937814272,8.982025182520488,,,,,,,,,,,,,
PO015243NUP001,,,2.0,,MI,VITTUONE,IT03GWBISSAPTA_PO015243NUP001,1.0,2,M,2016-02-01 00:00:00,2018-12-01,98,,,1496237.0,5037337.0,496211.0,5037318.0,1.0,147.213,146.463,-0.75,50.0,1.0,30.0,50.0,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.48938182036812,8.951511030892398,,,,,,,,,,,,,
PO015247NR0185,,,2.0,,MI,ZIBIDO S. GIACOMO,IT03GWBISSMPTLN_PO015247NR0185,1.0,2,M,2015-02-01 00:00:00,2020-12-01,127,,,1505622.0,5026895.0,505596.0,5026876.0,1.0,110.0,110.0,0.0,35.0,3.0,3.0,35.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.3953789258385,9.071494861019957,,,,,,,,,,,,,
PO0200030R0002,,,4.0,,MN,BAGNOLO SAN VITO,IT03GWBISSBPPO_PO0200030R0002,1.0,1,M,2005-10-01 00:00:00,2020-09-01,,,,1645256.0,4994437.0,645227.0,4994417.0,1.0,17.258,17.258,0.0,52.3,,,,IGIENICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.08830784105811,10.845462043610377,,,,,,,,,,,,,
PO020004NR0001,,,4.0,,MN,BIGARELLO,IT03GWBISSMPBM_PO020004NR0001,3.0,1,S,2010-02-01 00:00:00,2021-01-01,,,PO0200040U0001,1649445.0,5004843.0,649416.0,5004823.0,1.0,26.3,26.3,0.0,15.0,1.0,5.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,SI,,PTUA2022,45.18105569708118,10.901774819557554,,,,,,,,,,,,,
PO0200150R0002,,,4.0,,MN,CASTEL GOFFREDO,IT03GWBISSMPOM_PO0200150R0002,1.0,1,M,2009-10-01 00:00:00,2021-05-01,,,,1612186.0,5017592.0,612158.0,5017572.0,1.0,51.5,51.5,0.0,6.0,1.0,4.0,6.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.30269230801922,10.430602489855131,,,,,,,,,,,,,
PO0200170R0001,,,4.0,,MN,CASTIGLIONE DELLE STIVIERE,IT03GWBISSAPOM_PO0200170R0001,3.0,2,M,2005-01-01 00:00:00,2021-03-01,,,,1615395.0,5028487.0,615368.0,5028467.0,1.0,105.253,105.253,0.0,28.0,1.0,18.0,28.0,NON DEFINITO,PIEZOMETRO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.400209677663476,10.474076708501368,,,,,,,,,,,,,
PO020017NU0005,,,4.0,,MN,CASTIGLIONE DELLE STIVIERE,IT03GWBISSAPOM_PO020017NU0005,3.0,1,M,2013-12-01 00:00:00,2021-05-01,,,,1618089.0,5027983.0,618058.0,5027963.0,1.0,112.83,112.69,0.14,60.0,1.0,48.0,58.0,NON DEFINITO,PIEZOMETRO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,SI,,PTUA2022,45.39522592108566,10.508314770084276,,,,,,,,,,,,,
PO020018NU0004,,,4.0,,MN,CAVRIANA,IT03GWBISSMPOM_PO020018NU0004,3.0,1,M,2013-12-01 00:00:00,2020-12-01,,,,1625433.0,5021576.0,625402.0,5021557.0,1.0,76.16,76.34,-0.18,40.0,1.0,27.0,39.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.336308492033034,10.600479668973108,,,,,,,,,,,,,
PO0200210R0045,,,4.0,,MN,CURTATONE,IT03GWBISSMPOM_PO0200210R0045,1.0,1,M,2008-01-01 00:00:00,2021-02-01,,,,1639414.0,4998598.0,639385.0,4998578.0,1.0,22.963,22.963,0.0,30.0,,,,ANTINCENDIO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.126921482174694,10.772420152153726,,,,,,,,,,,,,
PO020021NRP001,,,4.0,,MN,CURTATONE,IT03GWBISSBPPO_PO020021NRP001,1.0,1,M,2015-05-01 00:00:00,2020-07-01,650,,,1633547.0,4994891.0,633518.0,4994872.0,1.0,20.444,21.694,1.25,40.0,1.0,34.0,40.0,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.09470893149495,10.696860248322249,,,,,,,,,,,,,
PO020023NUP001,,,4.0,,MN,FELONICA,IT03GWBISSBPPO_PO020023NUP001,3.0,1,M,2015-05-01 00:00:00,2021-01-01,55,,,1685874.0,4983503.0,685844.0,4983484.0,1.0,8.7,8.7,,50.0,1.0,14.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,44.98047116226375,11.357166684684444,,,,,,,,,,,,,
