CODICE PUNTO,DATA,PIEZOMETRIA [m s.l.m.]
PO0131590U0001,2013-08-30,221.5
PO0131590U0001,2013-09-30,221.5
PO0131590U0001,2013-10-31,221.7
PO0131590U0001,2013-12-24,221.2
PO0131590U0001,2014-01-24,221.2
PO0131590U0001,2014-02-26,221.5
PO0131590U0001,2014-03-21,222.2
PO0131590U0001,2014-04-23,223.0
PO0131590U0001,2014-05-30,223.2
PO0131590U0001,2014-09-24,224.2
PO0131590U0001,2014-10-05,224.5
PO0131590U0001,2014-11-28,224.7
PO0131590U0001,2014-12-22,224.0
PO0131590U0001,2015-01-22,226.2
PO0131590U0001,2015-03-05,227.0
PO0131590U0001,2015-04-17,227.7
PO0131590U0001,2015-05-21,228.0
PO0131590U0001,2015-06-24,228.2
PO0131590U0001,2015-07-24,228.0
PO0131590U0001,2015-08-10,228.0
PO0131590U0001,2015-09-25,227.7
PO0131590U0001,2015-10-22,227.69
PO0131590U0001,2015-11-03,227.7
PO0131590U0001,2015-12-04,227.2
PO0131590U0001,2016-02-29,226.2
PO0131590U0001,2016-03-25,226.0
PO0131590U0001,2016-04-22,225.7
PO0131590U0001,2016-05-26,225.2
PO0131590U0001,2016-06-29,225.2
PO0131590U0001,2016-07-26,225.0
PO0131590U0001,2016-08-23,224.7
PO0131590U0001,2016-09-27,224.7
PO0131590U0001,2016-10-24,224.5
PO0131590U0001,2016-11-29,224.2
PO0131590U0001,2016-12-27,224.4
PO0131590U0001,2017-01-25,224.0
PO0131590U0001,2017-02-22,223.7
PO0131590U0001,2017-03-24,223.5
PO0131590U0001,2017-04-21,222.0
PO0131590U0001,2017-05-23,223.0
PO0131590U0001,2017-06-28,222.5
PO0131590U0001,2017-07-24,222.2
PO0131590U0001,2017-08-28,221.7
PO0131590U0001,2017-09-26,221.7
PO0131590U0001,2017-10-26,221.5
PO0131590U0001,2017-11-29,221.7
PO0131590U0001,2017-12-28,221.5
PO0131590U0001,2018-01-22,221.2
PO0131590U0001,2018-02-23,221.0
PO0131590U0001,2018-03-29,221.0
PO0131590U0001,2018-04-26,220.7
PO0131590U0001,2018-05-28,220.5
PO0131590U0001,2018-06-25,220.5
PO0131590U0001,2018-07-24,220.5
PO0131590U0001,2018-08-01,220.2
PO0131590U0001,2018-09-28,220.2
PO0131590U0001,2018-10-22,220.2
PO0131590U0001,2018-11-28,220.0
PO0131590U0001,2018-12-28,220.2
PO0131590U0001,2019-01-28,220.0
PO0131590U0001,2019-02-25,219.7
PO0131590U0001,2019-03-01,219.7
PO0131590U0001,2019-04-26,219.7
PO0131590U0001,2019-05-27,219.5
PO0131590U0001,2019-06-27,220.0
PO0131590U0001,2019-07-20,218.5
PO0131590U0001,2019-08-29,219.0
PO0131590U0001,2019-09-24,218.5
PO0131590U0001,2019-10-31,218.5
PO0131590U0001,2019-11-26,218.5
PO0131590U0001,2019-12-27,218.7
PO0131590U0001,2020-01-27,218.5
PO0131590U0001,2020-02-24,219.2
PO0131590U0001,2020-03-26,219.2
PO0131590U0001,2020-04-28,219.0
PO0131590U0001,2020-05-25,219.0
PO0131590U0001,2020-06-22,218.5
PO0131590U0001,2020-07-31,218.7
PO0131590U0001,2020-09-29,219.0
PO0131590U0001,2020-10-26,219.2
PO0131590U0001,2020-11-23,219.2
PO0131590U0001,2020-12-29,219.7
PO0131590U0001,2021-01-28,219.7
PO0131590U0001,2021-02-22,219.7
PO0131590U0001,2021-03-22,220.0
PO1080350U0024,2000-01-01,134.12
PO1080350U0024,2000-02-01,133.92
PO1080350U0024,2000-03-01,133.72
PO1080350U0024,2000-04-01,133.62
PO1080350U0024,2000-05-01,134.12
PO1080350U0024,2000-06-01,134.62
PO1080350U0024,2000-07-01,135.02
PO1080350U0024,2000-09-01,135.02
PO1080350U0024,2000-10-01,134.62
PO1080350U0024,2000-11-01,134.32
PO1080350U0024,2000-12-01,135.42
PO1080350U0024,2001-01-01,135.72
PO1080350U0024,2001-02-01,136.02
PO1080350U0024,2001-03-01,136.42
PO1080350U0024,2001-04-01,136.62
PO1080350U0024,2001-05-01,137.62
PO1080350U0024,2001-06-01,137.22
PO1080350U0024,2001-07-01,136.87
PO1080350U0024,2001-08-01,137.02
PO1080350U0024,2001-09-01,136.52
PO1080350U0024,2001-11-01,135.92
PO1080350U0024,2002-01-01,137.62
PO1080350U0024,2002-02-01,137.32
PO1080350U0024,2002-03-01,137.02
PO1080350U0024,2002-04-01,136.62
PO1080350U0024,2002-05-01,136.92
PO1080350U0024,2002-06-01,137.52
PO1080350U0024,2002-08-01,138.52
PO1080350U0024,2002-09-01,139.02
PO1080350U0024,2002-10-01,138.62
PO1080350U0024,2002-12-01,138.32
PO1080350U0024,2003-03-01,137.92
PO1080350U0024,2003-06-01,137.42
PO1080350U0024,2003-09-01,138.02
PO1080350U0024,2003-12-01,137.62
PO1080350U0024,2004-03-01,137.52
PO1080350U0024,2004-06-01,138.02
PO1080350U0024,2004-09-01,137.62
PO1080350U0024,2004-12-01,137.92
PO1080350U0024,2005-03-01,137.42
PO1080350U0024,2005-06-01,138.02
PO1080350U0024,2005-09-01,139.02
PO1080350U0024,2005-12-01,138.42
PO1080350U0024,2006-03-01,138.12
PO1080350U0024,2006-06-01,137.02
PO1080350U0024,2006-10-01,135.0
PO1080350U0024,2006-11-01,133.64
PO1080350U0024,2006-12-01,133.57
PO1080350U0024,2007-01-01,132.96
PO1080350U0024,2007-02-01,132.82
PO1080350U0024,2007-03-01,133.06
PO1080350U0024,2007-04-01,132.66
PO1080350U0024,2007-05-01,133.54
PO1080350U0024,2007-06-01,134.36
PO1080350U0024,2007-07-01,134.14
PO1080350U0024,2007-09-01,133.3
PO1080350U0024,2007-10-01,132.87
PO1080350U0024,2007-11-01,132.62
PO1080350U0024,2007-12-01,132.46
PO1080350U0024,2008-01-01,132.27
PO1080350U0024,2008-02-01,132.02
PO1080350U0024,2008-03-01,131.8
PO1080350U0024,2009-01-01,133.14
PO1080350U0024,2009-02-01,133.71
PO1080350U0024,2009-03-01,134.15
PO1080350U0024,2009-04-01,134.54
PO1080350U0024,2009-05-01,135.07
PO1080350U0024,2009-06-01,135.32
PO1080350U0024,2009-07-01,135.57
PO1080350U0024,2009-09-01,136.42
PO1080350U0024,2009-10-01,136.42
PO1080350U0024,2010-01-01,136.22
PO1080350U0024,2010-02-01,136.22
PO1080350U0024,2010-03-01,136.29
PO1080350U0024,2010-04-01,136.4
PO1080350U0024,2010-05-01,136.48
PO1080350U0024,2010-06-01,136.84
PO1080350U0024,2010-07-01,136.76
PO1080350U0024,2010-08-01,137.64
PO1080350U0024,2010-09-01,138.08
PO1080350U0024,2010-10-01,137.99
PO1080350U0024,2010-11-01,138.44
PO1080350U0024,2010-12-01,139.94
PO1080350U0024,2011-01-01,140.8
PO1080350U0024,2011-02-01,141.45
PO1080350U0024,2011-03-01,141.88
PO1080350U0024,2011-04-01,142.03
PO1080350U0024,2011-05-01,142.11
PO1080350U0024,2011-06-01,142.55
PO1080350U0024,2011-07-01,142.78
PO1080350U0024,2011-09-01,142.85
PO1080350U0024,2011-10-01,142.56
PO1080350U0024,2011-11-01,142.49
PO1080350U0024,2011-12-11,142.15
PO1080350U0024,2012-01-01,141.88
PO1080350U0024,2012-02-01,141.54
PO1080350U0024,2012-03-01,141.34
PO1080350U0024,2012-04-01,140.92
PO1080350U0024,2012-06-01,140.42
PO1080350U0024,2012-07-01,140.57
PO1080350U0024,2012-08-01,140.46
PO1080350U0024,2012-09-01,140.28
PO1080350U0024,2012-10-01,140.0
PO1080350U0024,2012-11-01,139.79
PO1080350U0024,2012-12-01,139.6
PO1080350U0024,2014-07-01,144.19
PO1080350U0024,2014-09-01,145.26
PO1080350U0024,2014-10-01,145.94
PO1080350U0024,2014-11-01,146.02
PO1080350U0024,2015-01-01,147.56
PO1080350U0024,2015-02-01,147.72
PO1080350U0024,2015-04-01,147.92
PO1080350U0024,2015-05-01,147.94
PO1080350U0024,2015-06-01,147.82
PO1080350U0024,2015-07-01,147.79
PO1080350U0024,2015-09-01,147.5
PO1080350U0024,2015-10-01,147.21
PO1080350U0024,2015-11-01,146.9
PO1080350U0024,2015-12-01,146.57
PO1080350U0024,2016-02-01,145.62
PO1080350U0024,2016-05-01,145.07
PO1080350U0024,2016-08-01,144.59
PO1080350U0024,2016-11-01,144.17
PO1080350U0024,2017-03-01,143.9
PO1080350U0024,2017-06-01,142.85
PO1080350U0024,2017-09-01,142.12
PO1080350U0024,2017-12-01,141.67
PO1080350U0024,2018-03-01,140.72
PO1080350U0024,2018-06-01,140.17
PO1080350U0024,2018-09-01,140.22
PO1080350U0024,2018-12-01,139.82
PO1080350U0024,2019-03-01,140.47
PO1080350U0024,2019-06-01,140.37
PO1080350U0024,2019-09-01,140.12
PO1080350U0024,2019-12-01,140.02
PO1080350U0024,2020-03-01,138.62
PO1080350U0024,2020-06-01,136.24
PO1080350U0024,2020-09-01,139.67
PO1080350U0024,2020-12-01,139.22
PO1080350U0024,2021-03-01,139.67
PO0970610U0015,2006-01-01,219.395
PO0970610U0015,2006-02-27,219.945
PO0970610U0015,2006-03-27,220.365
PO0970610U0015,2006-04-28,220.515
PO0970610U0015,2006-05-29,219.115
PO0970610U0015,2006-06-27,218.415
PO0970610U0015,2006-07-27,217.365
PO0970610U0015,2006-09-27,217.015
PO0970610U0015,2006-10-26,216.745
PO0970610U0015,2006-11-27,216.565
PO0970610U0015,2006-12-28,217.125
PO0970610U0015,2007-02-27,217.285
PO0970610U0015,2007-03-30,216.895
PO0970610U0015,2007-04-30,216.535
PO0970610U0015,2007-05-31,216.405
PO0970610U0015,2007-06-29,217.315
PO0970610U0015,2007-07-31,216.665
PO0970610U0015,2007-08-01,216.865
PO0970610U0015,2007-09-28,217.085
PO0970610U0015,2007-10-31,218.265
PO0970610U0015,2008-01-04,218.695
PO0970610U0015,2008-02-01,219.915
PO0970610U0015,2008-03-03,220.415
PO0970610U0015,2008-04-02,220.135
PO0970610U0015,2008-05-23,223.665
PO0970610U0015,2008-07-01,224.635
PO0970610U0015,2008-08-01,225.015
PO0970610U0015,2008-10-01,223.135
PO0970610U0015,2008-11-01,221.595
PO0970610U0015,2008-12-02,223.715
PO0970610U0015,2009-01-01,228.185
PO0970610U0015,2009-02-25,229.765
PO0970610U0015,2009-03-30,228.465
PO0970610U0015,2009-04-30,229.045
PO0970610U0015,2009-05-28,228.735
PO0970610U0015,2009-07-01,226.785
PO0970610U0015,2009-08-01,224.635
PO0970610U0015,2009-09-14,221.065
PO0970610U0015,2009-10-08,219.865
PO0970610U0015,2009-11-05,218.985
PO0970610U0015,2009-12-04,219.165
PO0970610U0015,2010-01-01,221.355
PO0970610U0015,2010-02-01,222.665
PO0970610U0015,2010-03-04,224.365
PO0970610U0015,2010-04-07,224.295
PO0970610U0015,2010-05-04,224.095
PO0970610U0015,2010-06-11,226.015
PO0970610U0015,2010-07-09,224.915
PO0970610U0015,2010-08-06,223.815
PO0970610U0015,2010-09-06,225.515
PO0970610U0015,2010-10-07,225.965
PO0970610U0015,2010-11-05,228.815
PO0970610U0015,2010-12-07,232.615
PO0970610U0015,2011-01-07,233.915
PO0970610U0015,2011-02-11,232.665
PO0970610U0015,2011-03-09,230.915
PO0970610U0015,2011-04-01,231.115
PO0970610U0015,2011-06-09,225.615
PO0970610U0015,2011-07-05,224.515
PO0970610U0015,2011-08-01,223.815
PO0970610U0015,2011-09-16,221.215
PO0970610U0015,2011-10-03,221.165
PO0970610U0015,2011-11-08,221.215
PO0970610U0015,2012-01-02,220.415
PO0970610U0015,2012-03-06,218.615
PO0970610U0015,2012-04-11,218.065
PO0970610U0015,2012-05-17,220.915
PO0970610U0015,2012-06-11,223.115
PO0970610U0015,2012-07-09,224.915
PO0970610U0015,2012-08-09,224.615
PO0970610U0015,2012-10-08,224.715
PO0970610U0015,2012-11-05,224.815
PO0970610U0015,2012-12-03,224.715
PO0970610U0015,2013-01-17,225.315
PO0970610U0015,2013-02-19,224.815
PO0970610U0015,2013-03-21,227.315
PO0970610U0015,2013-04-22,230.015
PO0970610U0015,2013-06-07,234.115
PO0970610U0015,2013-07-02,233.715
PO0970610U0015,2013-09-17,233.265
PO0970610U0015,2013-10-14,224.515
PO0970610U0015,2013-12-04,224.595
PO0970610U0015,2014-01-28,229.325
PO0970610U0015,2014-02-19,229.335
PO0970610U0015,2014-03-18,229.335
PO0970610U0015,2014-04-30,229.365
PO0970610U0015,2014-05-31,229.285
PO0970610U0015,2014-06-24,229.115
PO0970610U0015,2014-07-21,229.435
PO0970610U0015,2014-08-27,229.495
PO0970610U0015,2014-09-29,228.775
PO0970610U0015,2014-10-31,228.665
PO0970610U0015,2014-11-28,228.765
PO0970610U0015,2014-12-22,228.725
PO0970610U0015,2015-01-31,228.705
PO0970610U0015,2015-02-28,228.725
PO0970610U0015,2015-03-31,228.745
PO0970610U0015,2015-04-17,228.735
PO0970610U0015,2015-05-10,228.135
PO0970610U0015,2015-06-29,225.425
PO0970610U0015,2015-08-28,221.285
PO0970610U0015,2015-09-25,220.525
PO0970610U0015,2015-10-22,219.575
PO0970610U0015,2015-11-26,219.635
PO0970610U0015,2015-12-09,219.235
PO0970610U0015,2016-01-29,218.255
PO0970610U0015,2016-02-28,219.215
PO0970610U0015,2016-03-29,222.515
PO0970610U0015,2016-04-29,221.915
PO0970610U0015,2016-05-29,223.915
PO0970610U0015,2016-06-29,228.815
PO0970610U0015,2016-07-30,228.815
PO0970610U0015,2016-08-30,228.815
PO0970610U0015,2016-09-01,218.665
PO0970610U0015,2016-10-01,226.945
PO0970610U0015,2016-11-01,225.415
PO0970610U0015,2016-12-01,227.155
PO0970610U0015,2017-03-29,223.325
PO0970610U0015,2017-04-29,220.165
PO0970610U0015,2017-05-29,224.865
PO0970610U0015,2017-06-29,224.515
PO0970610U0015,2017-07-29,224.515
PO0970610U0015,2017-08-01,213.665
PO0970610U0015,2017-09-25,224.285
PO0970610U0015,2017-10-23,222.815
PO0970610U0015,2017-11-29,222.115
PO0970610U0015,2017-12-31,222.685
PO0970610U0015,2018-01-31,224.085
PO0970610U0015,2018-02-28,223.365
PO0970610U0015,2018-03-27,226.735
PO0970610U0015,2018-04-28,228.765
PO0970610U0015,2018-05-31,228.775
PO0970610U0015,2018-06-25,226.915
PO0970610U0015,2018-07-31,225.215
PO0970610U0015,2018-08-27,223.955
PO0970610U0015,2018-09-27,222.675
PO0970610U0015,2018-10-31,222.915
PO0970610U0015,2018-11-30,227.715
PO0970610U0015,2018-12-15,227.115
PO0970610U0015,2019-01-02,226.125
PO0970610U0015,2019-02-27,224.045
PO0970610U0015,2019-03-31,222.295
PO0970610U0015,2019-04-30,223.695
PO0970610U0015,2019-05-21,224.535
PO0970610U0015,2019-06-29,224.585
PO0970610U0015,2019-07-29,224.125
PO0970610U0015,2019-08-25,224.215
PO0970610U0015,2019-12-18,220.615
PO0970610U0015,2020-01-25,220.895
PO0970610U0015,2020-02-18,219.215
PO0970610U0015,2020-03-21,218.415
PO0970610U0015,2020-04-26,216.505
PO0970610U0015,2020-05-25,217.145
PO0970610U0015,2020-06-23,219.355
PO0970610U0015,2020-07-25,218.315
PO0970610U0015,2020-08-23,217.125
PO0970610U0015,2020-09-25,216.435
PO0970610U0015,2020-10-27,216.955
PO0970610U0015,2020-11-24,216.845
PO0970610U0015,2020-12-28,218.085
PO0970610U0015,2021-01-30,219.545
PO0970610U0015,2021-02-25,219.625
PO0970610U0015,2021-03-25,218.125
PO0151810U0001,2005-01-01,184.29
PO0151810U0001,2005-02-01,184.09
PO0151810U0001,2005-03-01,183.44
PO0151810U0001,2005-04-01,183.19
PO0151810U0001,2005-05-01,182.64
PO0151810U0001,2005-06-01,182.24
PO0151810U0001,2005-07-01,182.84
PO0151810U0001,2005-08-01,182.44
PO0151810U0001,2005-09-01,181.74
PO0151810U0001,2005-10-01,181.64
PO0151810U0001,2005-11-01,181.59
PO0151810U0001,2005-12-01,181.49
PO0151810U0001,2006-03-01,180.84
PO0151810U0001,2006-04-01,180.49
PO0151810U0001,2006-05-01,176.99
PO0151810U0001,2006-06-01,179.64
PO0151810U0001,2006-07-01,179.34
PO0151810U0001,2006-08-01,179.14
PO0151810U0001,2006-09-01,179.21
PO0151810U0001,2006-10-01,178.93
PO0151810U0001,2006-11-01,178.74
PO0151810U0001,2006-12-01,178.48
PO0151810U0001,2007-01-01,178.29
PO0151810U0001,2007-02-01,178.82
PO0151810U0001,2007-03-01,178.94
PO0151810U0001,2007-04-01,178.75
PO0151810U0001,2007-05-01,178.78
PO0151810U0001,2007-06-01,178.68
PO0151810U0001,2007-08-01,178.2
PO0151810U0001,2007-09-01,178.33
PO0151810U0001,2007-10-01,178.23
PO0151810U0001,2007-11-01,178.28
PO0151810U0001,2007-12-01,178.87
PO0151810U0001,2008-01-01,177.78
PO0151810U0001,2008-02-01,177.68
PO0151810U0001,2008-03-01,177.74
PO0151810U0001,2009-01-15,179.62
PO0151810U0001,2009-02-15,180.24
PO0151810U0001,2009-03-15,180.74
PO0151810U0001,2009-04-15,182.26
PO0151810U0001,2009-05-15,182.96
PO0151810U0001,2009-06-15,183.44
PO0151810U0001,2009-07-15,183.88
PO0151810U0001,2009-09-15,183.55
PO0151810U0001,2011-01-01,186.69
PO0151810U0001,2011-02-01,186.71
PO0151810U0001,2011-03-01,186.72
PO0151810U0001,2011-04-01,187.11
PO0151810U0001,2011-05-01,187.04
PO0151810U0001,2011-06-01,186.91
PO0151810U0001,2011-07-01,186.87
PO0151810U0001,2011-09-01,186.41
PO0151810U0001,2011-10-01,186.25
PO0151810U0001,2011-11-01,186.11
PO0151810U0001,2011-12-01,186.12
PO0151810U0001,2012-01-17,185.66
PO0151810U0001,2012-02-17,185.36
PO0151810U0001,2012-03-17,185.43
PO0151810U0001,2012-04-17,184.8
PO0151810U0001,2012-05-17,184.73
PO0151810U0001,2012-06-17,184.61
PO0151810U0001,2012-07-17,184.65
PO0151810U0001,2012-08-01,184.56
PO0151810U0001,2012-09-30,184.24
PO0151810U0001,2012-10-31,184.28
PO0151810U0001,2012-12-01,184.45
PO0151810U0001,2013-01-04,184.15
PO0151810U0001,2013-02-18,183.95
PO0151810U0001,2013-03-07,183.87
PO0151810U0001,2013-04-18,183.9
PO0151810U0001,2013-05-14,183.83
PO0151810U0001,2013-06-19,184.67
PO0151810U0001,2013-07-01,184.81
PO0151810U0001,2013-09-01,184.65
PO0151810U0001,2013-10-01,184.5
PO0151810U0001,2013-12-20,184.34
PO0151810U0001,2014-01-15,184.75
PO0151810U0001,2014-02-15,185.7
PO0151810U0001,2014-03-15,186.88
PO0151810U0001,2014-04-15,187.31
PO0151810U0001,2014-05-15,187.27
PO0151810U0001,2014-06-15,187.0
PO0151810U0001,2014-07-01,186.96
PO0151810U0001,2014-09-01,187.68
PO0151810U0001,2014-10-01,187.67
PO0151810U0001,2014-11-01,188.05
PO0151810U0001,2015-01-01,190.2
PO0151810U0001,2015-07-01,189.68
PO0151810U0001,2015-09-01,189.2
PO0151810U0001,2015-12-01,188.68
PO0151810U0001,2016-01-01,188.55
PO0151810U0001,2016-02-01,188.16
PO0151810U0001,2016-03-01,188.03
PO0151810U0001,2016-04-01,187.8
PO0151810U0001,2016-05-01,186.65
PO0151810U0001,2016-06-01,187.73
PO0151810U0001,2016-08-01,186.55
PO0151810U0001,2016-09-01,185.54
PO0151810U0001,2016-10-01,186.78
PO0151810U0001,2016-11-01,186.54
PO0151810U0001,2016-12-01,186.49
PO0151810U0001,2017-01-01,186.05
PO0151810U0001,2017-02-01,185.65
PO0151810U0001,2017-03-01,186.13
PO0151810U0001,2017-04-01,185.88
PO0151810U0001,2017-05-01,185.65
PO0151810U0001,2017-06-01,185.78
PO0151810U0001,2017-07-01,185.92
PO0151810U0001,2017-08-01,185.79
PO0151810U0001,2017-09-01,185.22
PO0151810U0001,2017-10-01,184.73
PO0151810U0001,2017-11-01,184.45
PO0151810U0001,2017-12-01,184.43
PO0151810U0001,2018-01-01,186.24
PO0151810U0001,2018-02-01,186.3
PO0151810U0001,2018-03-01,186.09
PO0151810U0001,2018-04-01,185.92
PO0151810U0001,2018-05-01,185.79
PO0151810U0001,2018-06-01,186.14
PO0151810U0001,2018-07-01,186.17
PO0151810U0001,2018-08-01,186.01
PO0151810U0001,2018-09-01,186.39
PO0151810U0001,2018-10-01,185.91
PO0151810U0001,2018-11-01,185.59
PO0151810U0001,2018-12-01,185.64
PO0121180U0005,2001-08-01,180.407
PO0121180U0005,2001-09-01,180.217
PO0121180U0005,2001-10-01,180.437
PO0121180U0005,2001-11-01,180.297
PO0121180U0005,2001-12-01,180.187
PO0121180U0005,2002-01-01,179.877
PO0121180U0005,2002-02-01,179.647
PO0121180U0005,2002-03-01,179.407
PO0121180U0005,2002-04-01,179.267
PO0121180U0005,2002-05-01,178.977
PO0121180U0005,2002-06-01,179.067
PO0121180U0005,2002-07-01,179.227
PO0121180U0005,2002-08-01,179.627
PO0121180U0005,2002-09-01,179.747
PO0121180U0005,2002-10-01,179.497
PO0121180U0005,2002-11-01,179.617
PO0121180U0005,2002-12-01,180.317
PO0121180U0005,2003-01-01,181.637
PO0121180U0005,2003-02-01,181.797
PO0121180U0005,2003-03-01,181.247
PO0121180U0005,2003-04-01,181.007
PO0121180U0005,2003-05-01,180.767
PO0121180U0005,2003-06-01,180.507
PO0121180U0005,2003-07-01,180.167
PO0121180U0005,2003-08-01,179.877
PO0121180U0005,2003-09-01,179.597
PO0121180U0005,2003-10-01,179.287
PO0121180U0005,2003-11-01,179.077
PO0121180U0005,2003-12-01,179.047
PO0121180U0005,2004-01-01,178.917
PO0121180U0005,2004-02-01,178.827
PO0121180U0005,2004-03-01,178.717
PO0121180U0005,2004-04-01,178.637
PO0121180U0005,2004-05-01,178.717
PO0121180U0005,2004-06-01,179.027
PO0121180U0005,2004-07-01,180.207
PO0121180U0005,2004-08-01,179.307
PO0121180U0005,2004-09-01,179.537
PO0121180U0005,2004-10-01,179.177
PO0121180U0005,2004-11-01,179.087
PO0121180U0005,2004-12-01,179.057
PO0121180U0005,2005-01-01,178.867
PO0121180U0005,2005-02-01,178.627
PO0121180U0005,2005-03-01,178.477
PO0121180U0005,2005-04-01,178.267
PO0121180U0005,2005-05-01,178.117
PO0121180U0005,2005-06-01,176.667
PO0121180U0005,2005-07-01,177.607
PO0121180U0005,2005-08-01,177.447
PO0121180U0005,2005-09-01,177.207
PO0121180U0005,2005-10-01,177.127
PO0121180U0005,2005-12-01,176.817
PO0121180U0005,2006-01-01,176.677
PO0121180U0005,2006-02-01,176.507
PO0121180U0005,2006-03-01,176.207
PO0121180U0005,2006-04-01,176.117
PO0121180U0005,2006-05-01,176.077
PO0121180U0005,2006-06-01,175.637
PO0121180U0005,2006-07-01,175.657
PO0121180U0005,2006-08-01,175.567
PO0121180U0005,2006-09-01,175.327
PO0121180U0005,2006-10-01,175.327
PO0121180U0005,2006-11-01,175.237
PO0121180U0005,2006-12-01,175.267
PO0121180U0005,2008-01-15,174.597
PO0121180U0005,2008-02-15,174.417
PO0121180U0005,2008-03-15,174.677
PO0121180U0005,2008-04-15,174.727
PO0121180U0005,2008-05-15,174.237
PO0121180U0005,2008-07-01,174.747
PO0121180U0005,2008-08-01,174.997
PO0121180U0005,2008-09-01,175.107
PO0121180U0005,2008-10-02,175.417
PO0121180U0005,2008-11-04,175.657
PO0121180U0005,2008-12-02,175.747
PO0121180U0005,2009-01-30,177.247
PO0121180U0005,2009-02-26,177.657
PO0121180U0005,2009-03-31,177.707
PO0121180U0005,2009-04-29,177.447
PO0121180U0005,2009-05-29,178.447
PO0121180U0005,2009-06-29,180.017
PO0121180U0005,2009-07-30,179.697
PO0121180U0005,2009-08-31,180.407
PO0121180U0005,2009-09-01,180.587
PO0121180U0005,2009-10-29,180.297
PO0121180U0005,2009-11-27,180.487
PO0121180U0005,2009-12-30,180.717
PO0121180U0005,2010-01-28,179.947
PO0121180U0005,2010-02-26,179.897
PO0121180U0005,2010-03-01,179.847
PO0121180U0005,2010-04-29,179.827
PO0121180U0005,2010-05-28,180.067
PO0121180U0005,2010-08-30,179.507
PO0121180U0005,2010-09-29,181.467
PO0121180U0005,2010-10-28,180.657
PO0121180U0005,2010-11-29,181.117
PO0121180U0005,2010-12-29,181.247
PO0121180U0005,2011-01-31,181.437
PO0121180U0005,2011-02-28,182.487
PO0121180U0005,2011-03-30,182.397
PO0121180U0005,2011-04-29,180.787
PO0121180U0005,2011-05-30,180.647
PO0121180U0005,2011-06-29,180.267
PO0121180U0005,2011-07-28,180.047
PO0121180U0005,2011-08-29,180.767
PO0121180U0005,2011-09-30,180.967
PO0121180U0005,2011-10-31,179.777
PO0121180U0005,2011-11-30,180.907
PO0121180U0005,2011-12-31,178.737
PO0121180U0005,2012-01-31,178.657
PO0121180U0005,2012-02-29,178.167
PO0121180U0005,2012-03-31,177.897
PO0121180U0005,2012-04-30,177.667
PO0121180U0005,2012-05-31,177.417
PO0121180U0005,2012-06-30,177.207
PO0121180U0005,2012-07-31,176.817
PO0121180U0005,2012-08-31,176.697
PO0121180U0005,2012-09-30,176.737
PO0121180U0005,2012-10-31,177.287
PO0121180U0005,2012-11-30,178.347
PO0121180U0005,2012-12-31,177.157
PO0121180U0005,2013-01-30,178.147
PO0121180U0005,2013-02-28,176.957
PO0121180U0005,2013-03-30,176.797
PO0121180U0005,2013-04-30,177.867
PO0121180U0005,2013-05-30,177.867
PO0121180U0005,2013-06-30,177.957
PO0121180U0005,2013-07-30,177.717
PO0121180U0005,2013-08-30,178.537
PO0121180U0005,2013-09-30,178.557
PO0121180U0005,2013-10-30,178.367
PO0121180U0005,2013-11-30,178.067
PO0121180U0005,2013-12-30,178.377
PO0121180U0005,2014-01-30,178.367
PO0121180U0005,2014-02-28,178.817
PO0121180U0005,2014-03-30,179.867
PO0121180U0005,2014-04-30,180.517
PO0121180U0005,2014-05-30,180.567
PO0121180U0005,2014-06-30,180.647
PO0121180U0005,2014-07-30,180.737
PO0121180U0005,2014-08-30,181.457
PO0121180U0005,2014-09-30,181.567
PO0121180U0005,2014-10-30,181.517
PO0121180U0005,2014-11-28,181.587
PO0121180U0005,2014-12-28,181.817
PO0121180U0005,2015-01-30,182.607
PO0121180U0005,2015-02-27,182.817
PO0121180U0005,2015-03-31,182.887
PO0121180U0005,2015-04-30,182.967
PO0121180U0005,2015-05-01,182.967
PO0121180U0005,2015-06-30,182.767
PO0121180U0005,2015-07-31,182.767
PO0121180U0005,2015-08-31,182.597
PO0121180U0005,2015-09-30,182.317
PO0121180U0005,2015-10-30,182.087
PO0121180U0005,2015-11-27,182.007
PO0121180U0005,2015-12-18,181.867
PO0121180U0005,2016-01-19,181.607
PO0121180U0005,2016-02-26,181.247
PO0121180U0005,2016-03-25,180.937
PO0121180U0005,2016-04-26,180.767
PO0121180U0005,2016-05-27,180.527
PO0121180U0005,2016-06-28,180.357
PO0121180U0005,2016-07-22,180.267
PO0121180U0005,2016-08-19,180.267
PO0121180U0005,2016-09-23,180.127
PO0121180U0005,2016-10-21,179.997
PO0121180U0005,2016-11-25,179.797
PO0121180U0005,2016-12-16,179.627
PO0121180U0005,2017-01-17,179.527
PO0121180U0005,2017-02-21,179.347
PO0121180U0005,2017-03-24,179.237
PO0121180U0005,2017-04-18,179.007
PO0121180U0005,2017-05-23,178.787
PO0121180U0005,2017-06-26,178.537
PO0121180U0005,2017-07-18,178.427
PO0121180U0005,2017-08-21,178.257
PO0121180U0005,2017-09-19,178.117
PO0121180U0005,2017-10-23,177.897
PO0121180U0005,2017-11-30,177.567
PO0121180U0005,2017-12-05,177.707
PO0121180U0005,2018-01-21,176.937
PO0121180U0005,2018-02-01,177.517
PO0121180U0005,2018-03-01,177.327
PO0121180U0005,2018-04-27,177.057
