CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_Milano1950,z_OLONA,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO015243NUP001,,,2.0,MI,VITTUONE,IT03GWBISSAPTA_PO015243NUP001,1.0,2,M,2016-02-01,98,,,1496237.0,5037337.0,496211.0,5037318.0,1.0,147.213,146.463,-0.75,50.0,1.0,30.0,50.0,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",PTUA2022,45.48938182036812,8.951511030892398,,,,,,,,,,,,
PO015247NR0185,,,2.0,MI,ZIBIDO S. GIACOMO,IT03GWBISSMPTLN_PO015247NR0185,1.0,2,M,2015-02-01,127,,,1505622.0,5026895.0,505596.0,5026876.0,1.0,110.0,110.0,0.0,35.0,3.0,3.0,35.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.3953789258385,9.071494861019957,,,,,,,,,,,,
PO0200020R0002,,,4.0,MN,ASOLA,IT03GWBISSMPOM_PO0200020R0002,2.0,,N,,,,,1614140.0,5011190.0,614112.0,5011170.0,2.0,43.478,43.478,,33.0,,,,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.24476848737684,10.45404604857413,,,,,,,,,,,,
PO0200030R0001,,,4.0,MN,BAGNOLO SAN VITO,IT03GWBISSMPOM_PO0200030R0001,2.0,,M,,,,,1645576.0,4995414.0,645547.0,4995394.0,2.0,18.473,18.473,,18.0,,,,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.09703222204484,10.849810136505987,,,,,,,,,,,,
PO0200030R0002,,,4.0,MN,BAGNOLO SAN VITO,IT03GWBISSBPPO_PO0200030R0002,1.0,1,M,2005-10-01,,,,1645256.0,4994437.0,645227.0,4994417.0,1.0,17.258,17.258,0.0,52.3,,,,IGIENICO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.08830784105811,10.845462043610377,,,,,,,,,,,,
PO020004NR0001,,,4.0,MN,BIGARELLO,IT03GWBISSMPBM_PO020004NR0001,3.0,1,S,2010-02-01,,,PO0200040U0001,1649445.0,5004843.0,649416.0,5004823.0,1.0,26.3,26.3,0.0,15.0,1.0,5.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,SI,,PTUA2022,45.18105569708118,10.901774819557554,,,,,,,,,,,,
PO0200710U0001,,,4.0,MN,BORGO VIRGILIO,IT03GWBISSBPPO_PO0200710U0001,2.0,,M,,PO0200050U0001,,,1637385.0,4990375.0,637356.0,4990355.0,2.0,19.8,19.8,,20.0,1.0,15.0,20.0,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.05333164479754,10.744377232361542,,,,,,,,,,,,
PO0200150R0001,,,4.0,MN,CASTEL GOFFREDO,IT03GWBISSMPOM_PO0200150R0001,2.0,,M,,,,,1612194.0,5017637.0,612166.0,5017617.0,2.0,51.5,51.5,,36.0,1.0,32.0,36.0,IGIENICO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.30309596865998,10.430714687043677,,,,,,,,,,,,
PO0200150R0002,,,4.0,MN,CASTEL GOFFREDO,IT03GWBISSMPOM_PO0200150R0002,1.0,1,M,2009-10-01,,,,1612186.0,5017592.0,612158.0,5017572.0,1.0,51.5,51.5,0.0,6.0,1.0,4.0,6.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.30269230801922,10.430602489855131,,,,,,,,,,,,
PO0200170R0001,,,4.0,MN,CASTIGLIONE DELLE STIVIERE,IT03GWBISSAPOM_PO0200170R0001,3.0,2,M,2005-01-01,,,,1615395.0,5028487.0,615368.0,5028467.0,1.0,105.253,105.253,0.0,28.0,1.0,18.0,28.0,NON DEFINITO,PIEZOMETRO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,,,PTUA2022,45.400209677663476,10.474076708501368,,,,,,,,,,,,
PO020017NU0005,,,4.0,MN,CASTIGLIONE DELLE STIVIERE,IT03GWBISSAPOM_PO020017NU0005,3.0,1,M,2013-12-01,,,,1618089.0,5027983.0,618058.0,5027963.0,1.0,112.83,112.69,0.14,60.0,1.0,48.0,58.0,NON DEFINITO,PIEZOMETRO,GWB ISS APOM,IT03GWBISSAPOM,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Oglio - Mella,SI,,PTUA2022,45.39522592108566,10.508314770084276,,,,,,,,,,,,
PO0200180R0037,,,4.0,MN,CAVRIANA,IT03GWBISSMPOM_PO0200180R0037,2.0,,M,,,,,1625500.0,5020470.0,625471.0,5020450.0,2.0,61.28,61.28,,50.0,,,,INDUSTRIALE,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,Bassignani Cave s.n.c.,PTUA2022-PTUA2003,45.326335495111714,10.601079213374101,37,61.2,,,,,,1,,,,
PO020018NU0004,,,4.0,MN,CAVRIANA,IT03GWBISSMPOM_PO020018NU0004,3.0,1,M,2013-12-01,,,,1625433.0,5021576.0,625402.0,5021557.0,1.0,76.16,76.34,-0.18,40.0,1.0,27.0,39.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.336308492033034,10.600479668973108,,,,,,,,,,,,
PO0200210R0045,,,4.0,MN,CURTATONE,IT03GWBISSMPOM_PO0200210R0045,1.0,1,M,2008-01-01,,,,1639414.0,4998598.0,639385.0,4998578.0,1.0,22.963,22.963,0.0,30.0,,,,ANTINCENDIO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.126921482174694,10.772420152153726,,,,,,,,,,,,
PO020021NRP001,,,4.0,MN,CURTATONE,IT03GWBISSBPPO_PO020021NRP001,1.0,1,M,2015-05-01,650,,,1633547.0,4994891.0,633518.0,4994872.0,1.0,20.444,21.694,1.25,40.0,1.0,34.0,40.0,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.09470893149495,10.696860248322249,,,,,,,,,,,,
PO020023NUP001,,,4.0,MN,FELONICA,IT03GWBISSBPPO_PO020023NUP001,3.0,1,M,2015-05-01,55,,,1685874.0,4983503.0,685844.0,4983484.0,1.0,8.7,8.7,,50.0,1.0,14.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,44.98047116226375,11.357166684684444,,,,,,,,,,,,
PO0200240R0001,,,4.0,MN,GAZOLDO DEGLI IPPOLITI,IT03GWBISSMPOM_PO0200240R0001,3.0,2,M,2005-12-01,,,,1624059.0,5006866.0,624030.0,5006846.0,1.0,34.614,34.614,0.0,15.0,1.0,6.0,12.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.204181931823086,10.579299655825437,,,,,,,,,,,,
PO0200260R0001,,,4.0,MN,GOITO,IT03GWBISSMPBM_PO0200260R0001,2.0,,M,,,,,1631563.0,5012419.0,631534.0,5012399.0,2.0,31.75,31.75,,25.0,,,,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.252785228411106,10.676278169188146,,,,,,,,,,,,
PO0200270R0053,,,4.0,MN,GONZAGA,IT03GWBISSBPPO_PO0200270R0053,3.0,1,M,2001-03-01,,,,1646282.0,4978469.0,646253.0,4978449.0,1.0,17.841,17.841,0.0,19.0,,,,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.94442964915025,10.853850097561594,,,,,,,,,,,,
PO020027NR0004,,,4.0,MN,GONZAGA,IT03GWBISSBPPO_PO020027NR0004,2.0,,M,,,,,1641600.0,4982258.0,641569.0,4982239.0,2.0,17.85,17.85,,45.0,1.0,25.0,45.0,INDUSTRIALE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.97947859764942,10.795570740223472,,,,,,,,,,,,
PO0200280R0056,,,4.0,MN,GUIDIZZOLO,IT03GWBISSMPOM_PO0200280R0056,3.0,1,M,2006-08-01,,,,1624093.0,5020113.0,624064.0,5020093.0,1.0,65.27,65.27,0.0,54.0,1.0,44.0,54.0,NON DEFINITO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.323373451885935,10.583042549996113,,,,,,,,,,,,
PO0200290R0002,,,4.0,MN,MAGNACAVALLO,IT03GWBISSBPPO_PO0200290R0002,3.0,1,M,2012-02-01,,,,1668136.0,4985315.0,668106.0,4985295.0,1.0,13.0,13.0,0.0,15.0,1.0,13.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.00118347909417,11.132954044496937,,,,,,,,,,,,
PO020030NU0002,,,4.0,MN,MANTOVA,IT03GWBISSMPOM_PO020030NU0002,2.0,,M,,,,,1637331.0,5000823.0,637302.0,5000803.0,2.0,24.728,24.728,,36.0,1.0,25.0,36.0,NON DEFINITO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.14734889563521,10.746556363132639,,,,,,,,,,,,
PO020030NU0004,,,4.0,MN,MANTOVA,IT03GWBISSMPOM_PO020030NU0004,1.0,1,M,2008-01-01,,,,1640787.0,5001200.0,640758.0,5001180.0,1.0,17.9,17.9,0.0,16.0,1.0,9.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.15006023789292,10.79060353909527,,,,,,,,,,,,
PO0200310R0062,,,4.0,MN,MARCARIA,IT03GWBISSBPPO_PO0200310R0062,1.0,1,M,2001-06-01,,,,1627768.0,4991897.0,627739.0,4991877.0,1.0,21.824,21.824,0.0,8.0,,,,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,Trofelli Giudo,PTUA2022-PTUA2003,45.06882684511838,10.622682759038806,62,23.1,,,,,,1,,,,
PO020032NR0001,,,4.0,MN,MARIANA MANTOVANA,IT03GWBISSMPOM_PO020032NR0001,3.0,2,M,2006-01-01,,,,1616398.0,5003336.0,616370.0,5003316.0,1.0,33.008,33.008,0.0,25.0,1.0,12.0,24.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.17372376101871,10.480972931160748,,,,,,,,,,,,
PO0200330R0002,,,4.0,MN,MARMIROLO,IT03GWBISSMPBM_PO0200330R0002,3.0,1,M,2006-01-01,,,,1639094.0,5008536.0,639065.0,5008516.0,1.0,31.883,31.883,0.0,38.0,,,,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.2164002575539,10.771123039355885,,,,,,,,,,,,
PO0200340R0001,,,4.0,MN,MEDOLE,IT03GWBISSMPOM_PO0200340R0001,2.0,,M,,,,,1618552.0,5022295.0,618524.0,5022275.0,2.0,71.5,71.5,,46.0,,,,NON DEFINITO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.34396541658226,10.512900919194013,,,,,,,,,,,,
PO020034NU0002,,,4.0,MN,MEDOLE,IT03GWBISSMPOM_PO020034NU0002,3.0,1,M,2013-12-01,,,,1620141.0,5022665.0,620111.0,5022646.0,1.0,83.11,83.16,-0.05,40.0,1.0,27.0,39.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.34703364923459,10.533241093552874,,,,,,,,,,,,
PO0200370R0002,,,4.0,MN,MOTTEGGIANA,IT03GWBISSBPPO_PO0200370R0002,1.0,1,M,2012-11-01,,,PO0200270U0001,1634467.0,4988270.0,634438.0,4988250.0,1.0,18.0,18.0,0.0,13.0,1.0,10.0,13.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.03495107792761,10.706772770606797,,,,,,,,,,,,
PO0200400R0001,,,4.0,MN,PIEVE DI CORIANO,IT03GWBISSBPPO_PO0200400R0001,3.0,1,N,2005-05-01,,PO0200720R0001,,1664204.0,4988439.0,664174.0,4988419.0,1.0,11.817,11.817,0.0,51.0,,,,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,HA PRESO NOME BORGO MANTOVANO,PTUA2022,45.0302074611767,11.084117240866766,,,,,,,,,,,,
PO0200720R0001,,,4.0,MN,BORGO MANTOVANO,IT03GWBISSBPPO_PO0200720R0001,3.0,1,S,2019-04-01,,,PO0200400R0001,1664204.0,4988439.0,664174.0,4988419.0,1.0,11.817,11.817,0.0,51.0,,,,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.0302074611767,11.084117240866766,,,,,,,,,,,,
PO0200420R0001,,,4.0,MN,POGGIO RUSCO,IT03GWBISSBPPO_PO0200420R0001,3.0,2,M,2005-05-01,,,,1669005.0,4982270.0,668975.0,4982250.0,1.0,10.859,10.859,0.0,6.0,,,,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.97358535288924,11.142951018967747,,,,,,,,,,,,
PO0200450R0001,,,4.0,MN,PORTO MANTOVANO,IT03GWBISSMPBM_PO0200450R0001,2.0,,M,,,,,1641311.0,5006839.0,641282.0,5006819.0,2.0,29.869,29.869,,41.0,1.0,36.0,41.0,IRRIGUO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.20069081919347,10.798863274229594,,,,,,,,,,,,
PO0200470R0001,,,4.0,MN,QUISTELLO,IT03GWBISSBPPO_PO0200470R0001,2.0,,N,,,PO020047NU0001,,1658417.0,4988381.0,658387.0,4988361.0,2.0,15.0,15.0,,20.0,1.0,18.0,20.0,IRRIGUO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.03100240035898,11.010681654411425,,,,,,,,,,,,
PO0200490R0085,,,4.0,MN,REVERE,IT03GWBISSBPPO_PO0200490R0085,2.0,,N,,,PO0200720R0002,,1667680.0,4989800.0,667650.0,4989780.0,2.0,12.883,12.883,,30.0,,,,ANTINCENDIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,via Smerrieri 4,PTUA2022-PTUA2003,45.041636968151465,11.128667431135707,85,14.5,,,,,,1,,,,
PO0200720R0002,,,4.0,MN,BORGO MANTOVANO,IT03GWBISSBPPO_PO0200720R0002,2.0,,M,,,,PO0200490R0085,1667680.0,4989800.0,667650.0,4989780.0,2.0,12.883,12.883,,30.0,,,,ANTINCENDIO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.041636968151465,11.128667431135707,,,,,,,,,,,,
PO0200510R0001,,,4.0,MN,RODIGO,IT03GWBISSMPOM_PO0200510R0001,2.0,,M,,,,,1631128.0,5005164.0,631099.0,5005144.0,2.0,32.6,32.6,,40.0,1.0,35.0,40.0,IGIENICO SANITARIO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.18758776964338,10.668825605852367,,,,,,,,,,,,
PO0200510R0002,,,4.0,MN,RODIGO,IT03GWBISSMPOM_PO0200510R0002,1.0,1,M,2012-02-01,,,,1631201.0,5004984.0,631172.0,5004964.0,1.0,31.0,31.0,0.0,17.0,1.0,15.0,17.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.18595458528186,10.669707101387392,,,,,,,,,,,,
PO0200520U0001,,,4.0,MN,RONCOFERRARO,IT03GWBISSMPBM_PO0200520U0001,2.0,,N,,,,,1653458.0,4999211.0,653428.0,4999191.0,2.0,17.144,17.144,,30.0,1.0,27.0,30.0,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.1295261495163,10.951080021395985,,,,,,,,,,,,
PO0200530R0089,,,4.0,MN,ROVERBELLA,IT03GWBISSMPBM_PO0200530R0089,3.0,1,N,2001-03-01,,PO0200530U0001 solo per il qualitativo,,1641735.0,5013604.0,641706.0,5013584.0,1.0,35.415,35.415,0.0,30.0,,,,ANTINCENDIO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,via Giulio Romano 12,PTUA2022-PTUA2003,45.26147096744739,10.806186559933897,89,36.5,,,,,,1,,,,
PO0200530U0001,,,4.0,MN,ROVERBELLA,IT03GWBISSMPBM_PO0200530U0001,2.0,1,M,,,,PO0200530R0089,,,638912.0,5014612.0,1.0,44.0,44.0,,25.0,,,,IRRIGUO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.27127762215843,10.77087909555545,,,,,,,,,,,,
PO0200540R0001,,,4.0,MN,SABBIONETA,IT03GWBISSBPPO_PO0200540R0001,2.0,,M,,,,,1619450.0,4984070.0,619421.0,4984050.0,2.0,21.426,21.426,,20.0,,,,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.99984617457,10.515196464744696,,,,,,,,,,,,
PO0200550R0002,,,4.0,MN,SAN BENEDETTO PO,IT03GWBISSBPPO_PO0200550R0002,2.0,,M,,,,,1647354.0,4989921.0,647325.0,4989901.0,2.0,19.172,19.172,,20.0,,,,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.047243513664476,10.870781813917846,,,,,,,,,,,,
PO0200570R0001,,,4.0,MN,SAN GIORGIO DI MANTOVA,IT03GWBISSMPBM_PO0200570R0001,2.0,,M,,,,,1645227.0,5002860.0,645198.0,5002840.0,2.0,23.94,23.94,,19.0,,,,IRRIGUO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,,,PTUA2022,45.164095914476384,10.847539177013301,,,,,,,,,,,,
PO0200570U0002,,,4.0,MN,SAN GIORGIO DI MANTOVA,IT03GWBISSMPBM_PO0200570U0002,1.0,1,M,2005-01-01,,,,1645860.0,5002560.0,645831.0,5002540.0,1.0,23.443,23.443,0.0,10.5,1.0,3.0,9.0,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,SI,,PTUA2022,45.16126627729201,10.855501769571932,,,,,,,,,,,,
PO020061NR0001,,,4.0,MN,SERMIDE,IT03GWBISSBPPO_PO020061NR0001,3.0,2,M,2002-11-01,,,,1677827.0,4988216.0,677797.0,4988196.0,1.0,10.65,10.65,0.0,10.0,1.0,9.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.024915763882355,11.256847205630267,,,,,,,,,,,,
PO020061NUP001,,,4.0,MN,SERMIDE,IT03GWBISSBPPO_PO020061NUP001,1.0,1,M,2015-05-01,48,,,1680954.0,4986633.0,680924.0,4986614.0,1.0,11.66,11.66,,50.0,1.0,28.0,50.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,SI,,PTUA2022,45.0098951737787,11.295938792157248,,,,,,,,,,,,
PO020063NU0002,,,4.0,MN,SOLFERINO,IT03GWBISSMPOM_PO020063NU0002,3.0,1,M,2013-12-01,,,,1622298.0,5023921.0,622268.0,5023902.0,1.0,105.62,105.76,-0.14,43.0,1.0,33.0,43.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,,,PTUA2022,45.35796228335171,10.56107619797269,,,,,,,,,,,,
PO0200650R0001,,,4.0,MN,SUZZARA,IT03GWBISSBPPO_PO0200650R0001,2.0,,N,,,,,1635950.0,4986070.0,635921.0,4986050.0,2.0,19.409,19.409,,23.0,,,,INDUSTRIALE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.014873039744685,10.72499709153968,,,,,,,,,,,,
PO0200650R0002,,,4.0,MN,SUZZARA,IT03GWBISSBPPO_PO0200650R0002,1.0,1,M,2005-12-01,,,,1636053.0,4984924.0,636024.0,4984904.0,1.0,19.42,19.42,0.0,10.0,1.0,9.0,10.0,NON DEFINITO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.004541789562474,10.725993878148152,,,,,,,,,,,,
PO0200660R0003,,,4.0,MN,VIADANA,IT03GWBISSBPPO_PO0200660R0003,2.0,,M,,,,,1619629.0,4976840.0,619600.0,4976821.0,2.0,22.064,22.064,,45.0,,,,NON DEFINITO,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,44.93476355346259,10.515752211629788,,,,,,,,,,,,
PO020066NU0004,,,4.0,MN,VIADANA,IT03GWBISSBPPO_PO020066NU0004,2.0,,M,,,,,1630250.0,4984869.0,630221.0,4984849.0,1.0,18.499,18.499,0.0,60.0,1.0,50.0,55.0,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.0051358335499,10.65237734471901,,,,,,,,,,,,
PO0200700R0002,,,4.0,MN,VOLTA MANTOVANA,IT03GWBISSMPOM_PO0200700R0002,1.0,1,M,2012-02-01,,,,1628694.0,5019389.0,628665.0,5019369.0,2.0,57.05,57.05,0.0,15.0,1.0,13.0,15.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,SI,,PTUA2022,45.3160304513808,10.64153883808833,,,,,,,,,,,,
PO018003NR0009,,,2.0,PV,ALBONESE,IT03GWBISSMPP_PO018003NR0009,3.0,2,M,2016-01-01,,,PO018003NR0005,1477825.0,5014790.0,477798.0,5014771.0,,113.49,113.49,0.0,19.0,1.0,1.0,15.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,,,PTUA2022,45.286088631670566,8.716890987064764,,,,,,,,,,,,
PO0180130U0005,,,2.0,PV,BELGIOIOSO,IT03GWBISSMPTLS_PO0180130U0005,3.0,2,N,2008-01-01,,PO0180130U0006,,1523791.0,5000857.0,523764.0,5000838.0,1.0,74.964,74.964,0.0,60.0,1.0,25.0,47.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,5-via Dante,PTUA2022-PTUA2003,45.160620352830435,9.302361053940158,12,75.8,,,,,X,1,,,,
PO0180130U0006,,,2.0,PV,BELGIOIOSO,IT03GWBISSMPTLS_PO0180130U0006,3.0,2,M,,,,PO0180130U0005,1523793.0,5000869.0,523766.0,5000850.0,2.0,73.99,74.96,-0.97,65.0,1.0,25.0,45.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,NON CI SONO ANCORA VALORI,PTUA2022,45.16072830402603,9.302387071948642,,,,,,,,,,,,
PO018014NRP001,,,2.0,PV,BEREGUARDO,IT03GWBISSMPTLS_PO018014NRP001,3.0,1,M,2015-06-01,295,,,1501219.0,5013371.0,501192.0,5013352.0,1.0,96.11,97.18,1.07,47.0,1.0,35.0,41.0,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.27366538927498,9.01519648211208,,,,,,,,,,,,
