CODICE,CODICE_SIF,CODICE_FOG,MACROAREE,PROVINCIA,COMUNE,CODICEWISE,RETE,QUANTI_ESECUTORE,STATO,DATA_INIZIO,ALTRO_CODICE,SOSTITUITO_DA,SOSTITUISCE,X_GB,Y_GB,X_WGS84,Y_WGS84,ORIGINE_COORDINATE,QUOTA_MISU,QUOTA_PC_SLM,H_BP,PROFONDITA,FILTRI_N,FILTRI_TOP,FILTRI_BOTTOM,USO,TIPO,GWB_2015,Codice WISE Corpo idrico,Nome Corpo Idrico,SONDA AUTOMATICA,NOTE,ORIGINE,lat,lon,ALTRI CODICI,z_PTUA2003,z_CAP,z_Idroscalo2005,z_Milano1950,z_OLONA,STRAT,FALDA,FLT1_DA,FLT1_A,FLT2_DA,FLT2_A
PO0980100U0008,,,2.0,LO,CASALPUSTERLENGO,IT03GWBISSMPLAS_PO0980100U0008,2.0,,M,,,,,1550705.0,5003638.0,550677.0,5003618.0,1.0,61.881,63.661,,41.7,1.0,24.7,38.7,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.184223544212514,9.645054825521305,,,,,,,,,,,,
PO0980110U0001,0980110001,,2.0,LO,CASELLE LANDI,IT03GWBISSBPPO_PO0980110U0001,3.0,2,M,2009-03-01,288,,,1562237.0,4994642.0,562210.0,4994623.0,1.0,45.233,45.493,0.26,62.3,2.0,32.5,61.0,POTABILE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,via Roma I,PTUA2022-CAP,45.10233755785206,9.790722691958305,,,45.58,,,,,,,,,
PO098012NR0011,,,2.0,LO,CASELLE LURANI,IT03GWBISSMPTLS_PO098012NR0011,2.0,,M,,,,,1528191.0,5011983.0,528164.0,5011963.0,2.0,77.6,77.6,,14.0,,,,IRRIGUO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.260599189474775,9.358972788991135,,,,,,,,,,,,
PO098014NR0011,,,2.0,LO,CASTIGLIONE D'ADDA,IT03GWBISSMPLAS_PO098014NR0011,2.0,,M,,,,,1556180.0,5007132.0,556152.0,5007112.0,2.0,58.89,58.89,,20.0,,,,ZOOTECNICO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.21525787108337,9.715133420973698,,,,,,,,,,,,
PO098017NR0063,0980170064,,2.0,LO,CAVENAGO D'ADDA,IT03GWBISSMPLAS_PO098017NR0063,2.0,,M,,,,,1544796.0,5014696.0,544769.0,5014676.0,2.0,67.88,67.88,,18.0,,,,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,Soltarico,PTUA2022-CAP,45.2841577787914,9.570853019931786,,,69.4,,,,,,,,,
PO0980180U0001,0980180001,,2.0,LO,CERVIGNANO D'ADDA,IT03GWBISSMPLAN_PO0980180U0001,3.0,2,M,2000-01-01,,,,1533300.0,5024638.0,533273.0,5024618.0,1.0,86.922,87.162,-0.24,55.0,1.0,41.5,50.5,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,p.za Caduti-CAP               -p.zza Caduti-Piazza Caduti,PTUA2022-PTUA2003-CAP,45.374285863800075,9.424940002975596,0980180001,81.68,87.97,,,,X,1,,,,
PO0980190U0008,,,2.0,LO,CODOGNO,IT03GWBISSMPLAS_PO0980190U0008,2.0,,M,,,,PO0980190U0003,1555214.0,5001655.0,555186.0,5001635.0,1.0,60.38,60.38,,34.5,1.0,23.0,28.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.16603604924835,9.702225195541095,,,,,,,,,,,,
PO098019NR0307,,,2.0,LO,CODOGNO,IT03GWBISSMPLAS_PO098019NR0307,2.0,,M,,,,,1555645.0,4999655.0,555617.0,4999635.0,2.0,59.43,59.43,,22.0,,,,ZOOTECNICO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.148000215995,9.707486313109436,,,,,,,,,,,,
PO0980200U0003,0980200003,,2.0,LO,COMAZZO,IT03GWBISSMPLAN_PO0980200U0003,1.0,2,M,2007-03-01,,,,1536250.0,5032282.0,536223.0,5032262.0,1.0,99.238,98.783,0.455,41.0,1.0,29.0,41.0,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,Serbatoio,PTUA2022-CAP,45.44294302626333,9.46317619789206,,,94.19,,,,,,,,,
PO098024NR0018,,,2.0,LO,CORTE PALASIO,IT03GWBISSMPLAS_PO098024NR0018,2.0,,M,,,,,1544807.0,5016814.0,544779.0,5016794.0,2.0,63.97,63.97,,18.0,,,,ZOOTECNICO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.303221289863885,9.571171866030271,,,,,,,,,,,,
PO098024NR0040,,,2.0,LO,CORTE PALASIO,IT03GWBISSMPAO_PO098024NR0040,2.0,,M,,,,,1544926.0,5019135.0,544899.0,5019115.0,2.0,67.44,67.44,,28.0,,,,ZOOTECNICO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.324104900050465,9.572912894429887,,,,,,,,,,,,
PO098024NR0087,,,2.0,LO,CORTE PALASIO,IT03GWBISSMPAO_PO098024NR0087,1.0,1,M,2014-05-01,,,,1543975.0,5018387.0,543947.0,5018367.0,1.0,66.918,66.918,0.0,10.0,1.0,3.0,10.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.317432445932795,9.560699516626686,,,,,,,,,,,,
PO098025NR0110,,,2.0,LO,CRESPIATICA,IT03GWBISSMPAO_PO098025NR0110,1.0,1,M,2014-05-01,,,,1542996.0,5021730.0,542968.0,5021710.0,1.0,72.827,72.563,0.264,10.0,1.0,1.0,10.0,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,,,PTUA2022,45.34758338110808,9.548499874146426,,,,,,,,,,,,
PO098026NR0074,,,2.0,LO,FOMBIO,IT03GWBISSMPLAS_PO098026NR0074,1.0,2,M,2003-01-01,PO0980260U0074,,,1553850.0,4999561.0,553822.0,4999541.0,1.0,58.095,57.91,0.185,30.0,1.0,10.0,30.0,NON DEFINITO,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.14729327686887,9.68464421724992,,,,,,,,,,,,
PO098028NR0021,,,2.0,LO,GRAFFIGNANA,IT03GWBISSMPTLS_PO098028NR0021,2.0,,M,,,,,1535560.0,5007448.0,535533.0,5007428.0,2.0,62.91,62.91,,50.0,1.0,45.0,50.0,ZOOTECNICO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.21944463562509,9.452569781536157,,,,,,,,,,,,
PO0980310U0014,,,2.0,LO,LODI,IT03GWBISSMPLAS_PO0980310U0014,2.0,,M,,,,,1539147.0,5017594.0,539120.0,5017574.0,2.0,76.4,76.4,,50.0,1.0,28.0,45.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.31058030235597,9.499053887286527,,,,,,,,,,,,
PO0980310U0335,,,2.0,LO,LODI,IT03GWBISSMPLAS_PO0980310U0335,2.0,,M,,237,,,1539114.0,5017565.0,539087.0,5017546.0,1.0,78.675,79.315,0.64,76.0,3.0,28.0,64.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.31033011032144,9.498630712317699,,,,,,,,,,,,
PO098031NR0333,,,2.0,LO,LODI,IT03GWBISSMPLAS_PO098031NR0333,3.0,2,M,2015-05-01,236,,,1536116.0,5018864.0,536089.0,5018845.0,1.0,81.233,80.783,-0.45,75.0,1.0,40.0,52.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.32218314503041,9.460481374557286,,,,,,,,,,,,
PO0980320U0002,0980320002,,2.0,LO,LODI VECCHIO,IT03GWBISSMPLAS_PO0980320U0002,1.0,2,M,2000-01-01,,,,1532580.0,5016545.0,532553.0,5016525.0,1.0,80.442,80.892,-0.45,66.5,3.0,31.0,61.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022-CAP,45.301473353949085,9.415212155419807,,,80.38,,,,,,,,,
PO098042NR0008,,,2.0,LO,ORIO LITTA,IT03GWBISSMPLAS_PO098042NR0008,2.0,,M,,,,,1543632.0,5001895.0,543605.0,5001875.0,2.0,66.65,66.65,,25.0,,,,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.16900734175331,9.55488929198895,,,,,,,,,,,,
PO098049NR0122,,,2.0,LO,SAN ROCCO AL PORTO,IT03GWBISSBPPO_PO098049NR0122,2.0,,M,,,,,1555771.0,4991330.0,555742.0,4991311.0,2.0,51.85,51.85,,28.0,,,,INDUSTRIALE,POZZO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.07306551045867,9.708149116739547,,,,,,,,,,,,
PO098049NR0141,,,2.0,LO,SAN ROCCO AL PORTO,IT03GWBISSBPPO_PO098049NR0141,1.0,1,M,2014-05-01,,,,1551005.0,4994257.0,550976.0,4994238.0,1.0,49.723,49.747,-0.024,12.0,1.0,5.2,12.0,MONITORAGGIO,PIEZOMETRO,GWB ISS BPPO,IT03GWBISSBPPO,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino PO,,,PTUA2022,45.0997714333148,9.64790344785652,,,,,,,,,,,,
PO098050NR0053,,,2.0,LO,SANT'ANGELO LODIGIANO,IT03GWBISSMPTLS_PO098050NR0053,2.0,2,M,,,,,1532605.0,5008576.0,532578.0,5008556.0,2.0,75.05,75.05,,72.0,1.0,55.0,65.0,IGIENICO SANITARIO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,,,PTUA2022,45.22974107482318,9.41500802077475,,,,,,,,,,,,
PO0980510U0001,,,2.0,LO,SANTO STEFANO LODIGIANO,IT03GWBISSMPLAS_PO0980510U0001,3.0,2,M,2015-06-01,282,,,1558501.0,4998246.0,558474.0,4998227.0,1.0,51.843,51.013,-0.83,56.6,1.0,30.75,53.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.1350959819186,9.743661531989105,,,,,,,,,,,,
PO098052NR0037,,,2.0,LO,SECUGNAGO,IT03GWBISSMPLAS_PO098052NR0037,1.0,1,M,2012-06-01,,,,1545743.0,5007828.0,545716.0,5007808.0,1.0,67.381,67.437,-0.056,10.0,1.0,2.0,10.0,MONITORAGGIO BONIFICA,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.22227750785116,9.582295569855829,,,,,,,,,,,,
PO0980530U0003,0980530003,,2.0,LO,SENNA LODIGIANA,IT03GWBISSMPLAS_PO0980530U0003,2.0,,M,,,,,1546643.0,4999930.0,546615.0,4999911.0,2.0,60.63,60.63,,28.0,1.0,20.0,23.5,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,via Acquedotto,PTUA2022-CAP,45.15113648875914,9.593007216222414,,,60.91,,,,,,,,,
PO098056NR0115,,,2.0,LO,TAVAZZANO CON VILLAVESCO,IT03GWBISSMPLAN_PO098056NR0115,2.0,,M,,,,,1531450.0,5021580.0,531423.0,5021560.0,2.0,85.28,85.28,,30.0,,,,ZOOTECNICO,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,,PTUA2022,45.34684584762578,9.401119121986234,,,,,,,,,,,,
PO0980600U0001,,,2.0,LO,VILLANOVA DEL SILLARO,IT03GWBISSMPLAS_PO0980600U0001,1.0,2,M,2006-01-01,,,,1536358.0,5010175.0,536331.0,5010155.0,1.0,72.786,71.715,1.071,59.0,1.0,39.0,57.0,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,,,PTUA2022,45.24395036262266,9.462932496915277,,,,,,,,,,,,
PO0980610U0001,0980610001,,2.0,LO,ZELO BUON PERSICO,IT03GWBISSMPLAN_PO0980610U0001,2.0,,M,,,,,1533979.0,5028725.0,533952.0,5028705.0,2.0,95.03,95.03,,61.0,3.0,31.0,55.0,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,,,PTUA2022-CAP,45.4110405534377,9.43389288761864,,,94.59,,,,,,,,,
PO108004NR0031,,,2.0,MB,ARCORE,IT03GWBISSAPTA_PO108004NR0031,2.0,,M,,PO015008NR0031,,,1525448.0,5051287.0,525421.0,5051267.0,2.0,185.69,185.69,,41.0,2.0,28.0,39.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.61448253872165,9.32604273897939,,,,,,,,,,,,
PO108005NU0002,,,2.0,MB,BARLASSINA,IT03GWBISSAPTA_PO108005NU0002,2.0,,M,,PO0150130U0002,,,1510182.0,5055898.0,510155.0,5055878.0,1.0,226.54,226.76,-0.22,75.0,2.0,55.35,73.8,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.656376694483875,9.130342305987888,,,,,,,,,,,,
PO1080520U0016,,,2.0,MB,CAPONAGO,IT03GWBISSAPTA_PO1080520U0016,1.0,2,M,2016-02-01,159; PO0150470U0016,,,1528664.0,5045748.0,528638.0,5045729.0,1.0,155.237,157.507,2.27,42.0,1.0,40.5,42.0,POTABILE,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.564510851811306,9.366977308960081,,,,,,,,,,,,
PO108017NR0055,,,2.0,MB,CAVENAGO DI BRIANZA,IT03GWBISSAPTA_PO108017NR0055,2.0,,M,,PO015068NR0055,,,1531620.0,5048380.0,531593.0,5048360.0,2.0,174.0,174.0,,30.0,1.0,23.0,30.0,IRRIGUO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.58806401203949,9.405013003846998,,,,,,,,,,,,
PO1080210U0002,,,2.0,MB,CONCOREZZO,IT03GWBISSAPTA_PO1080210U0002,3.0,2,M,2006-03-01,PO0150840U0002,,,1525403.0,5047377.0,525376.0,5047357.0,1.0,162.45,162.45,0.0,56.0,1.0,32.0,47.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.57929091184946,9.325262200691903,,,,,,,,,,,,
PO108023NU0003,,,2.0,MB,DESIO,IT03GWBISSAPTA_PO108023NU0003,3.0,4,M,2011-03-01,PO1080230U0003,PO0151000U0003,,1516288.0,5051940.0,516261.0,5051920.0,1.0,199.167,199.167,0.0,78.0,3.0,42.0,65.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,via Torricelli-CAP-via Torricelli,PTUA2022-PTUA2003,45.62063500742705,9.208581900085925,0151000003,146.19,,,,,X,1,,,,
PO108027NR0020,,,2.0,MB,LIMBIATE,IT03GWBISSAPTA_PO108027NR0020,2.0,,M,,PO0151210R0020,,PO015121NR0020,1509357.0,5051500.0,509330.0,5051480.0,2.0,207.97,207.97,,54.0,1.0,46.9,52.1,ANTINCENDIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.616802327370955,9.1196689312431,,,,,,,,,,,,
PO1080280U0004,,,2.0,MB,LISSONE,IT03GWBISSAPTA_PO1080280U0004,2.0,,M,,PO0151230U0004,,,1519324.0,5051552.0,519297.0,5051532.0,2.0,193.19,193.19,,75.0,1.0,29.0,56.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.617064933022554,9.247509352074728,,,,,,,,,,,,
PO1080310U0001,,,2.0,MB,MEZZAGO,IT03GWBISSAPTA_PO1080310U0001,3.0,2,M,2000-01-01,PO0151450U0001,,,1534739.0,5052951.0,534712.0,5052931.0,1.0,220.664,220.664,0.0,75.2,1.0,54.0,74.65,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.629057420293165,9.445321958810915,,,,,,,,,,,,
PO108033NR0142,,,2.0,MB,MONZA,IT03GWBISSAPTA_PO108033NR0142,3.0,1,M,2016-02-01,PO015149NR0142,,,1522648.0,5051403.0,522621.0,5051383.0,2.0,178.79,178.79,,42.0,1.0,10.5,31.5,IRRIGUO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.615623483482466,9.290136587843273,,,,,,,,,,,,
PO108033NU0120,,,2.0,MB,MONZA,IT03GWBISSAPTA_PO108033NU0120,2.0,,S,,PO0151490U0120,,PO0151490U0084,1521583.0,5048688.0,521556.0,5048668.0,2.0,168.55,168.55,,51.0,1.0,35.0,41.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.59122000387343,9.276357068803813,,,,,,,,,,,,
PO108033NU0243,,,2.0,MB,MONZA,IT03GWBISSAPTA_PO108033NU0243,1.0,1,M,2014-03-01,PO108033NU0243,,,1520754.0,5045957.0,520727.0,5045937.0,1.0,163.584,163.584,0.0,50.0,1.0,22.5,49.5,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.566663724453065,9.265613128977531,,,,,,,,,,,,
PO108034NU0036,,,2.0,MB,MUGGIO',IT03GWBISSAPTA_PO108034NU0036,2.0,,M,,PO0151520U0036,,PO015152NU0036,1517630.0,5047880.0,517603.0,5047860.0,2.0,171.49,171.49,,80.0,1.0,63.0,75.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.58405861211014,9.225649229843961,,,,,,,,,,,,
PO1080350U0024,,,2.0,MB,NOVA MILANESE,IT03GWBISSAPTA_PO1080350U0024,1.0,2,M,2000-01-01,PO0151560U0024,,,1514999.0,5048844.0,514972.0,5048824.0,1.0,174.02,176.6,-2.58,85.0,2.0,50.0,79.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.592797162451646,9.191952763436623,,,,,,,,,,,,
PO108036NU0001,,,2.0,MB,ORNAGO,IT03GWBISSAPTA_PO108036NU0001,2.0,,M,,PO0151610U0001,,,1532857.0,5049622.0,532830.0,5049602.0,2.0,187.69,187.69,,71.5,2.0,30.0,67.1,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.59918561467216,9.420954127398492,,,,,,,,,,,,
PO1080390U0026,,,2.0,MB,SEREGNO,IT03GWBISSAPTA_PO1080390U0026,3.0,2,M,2015-04-01,173; PO0152080U0026,,,1516768.0,5056444.0,516742.0,5056425.0,1.0,230.749,233.749,3.0,96.0,3.0,68.0,88.0,POTABILE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.66117240219961,9.21490667176786,,,,,,,,,,,,
PO0150020U0005,,,2.0,MI,ABBIATEGRASSO,IT03GWBISSMPTLN_PO0150020U0005,1.0,2,N,2012-01-01,,,PO0150050U0010,1493737.0,5027427.0,493710.0,5027408.0,1.0,120.75,120.75,0.0,73.0,1.0,34.44,58.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.40016171743805,8.919631769878041,,,,,,,,,,,,
PO0150020U0014,,,2.0,MI,ABBIATEGRASSO,IT03GWBISSMPTLN_PO0150020U0014,3.0,2,M,2020-05-01,PO015020NU0014,,,,,493116.0,5028379.0,2.0,122.0,122.0,,104.0,1.0,67.0,94.0,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.40889636433807,8.912028591055696,,,,,,,,,,,,
PO015012NR0072,,,2.0,MI,BAREGGIO,IT03GWBISSMPTLN_PO015012NR0072,2.0,,M,,,,,1499022.0,5036506.0,498995.0,5036486.0,2.0,140.17,140.17,,11.5,,,,IRRIGUO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,,PTUA2022,45.48190242417292,8.987140415547168,,,,,,,,,,,,
PO0150150U0001,0150150001,,2.0,MI,BASIGLIO,IT03GWBISSMPTLN_PO0150150U0001,1.0,2,N,2009-01-01,,PO015173NR0001,,1512896.0,5021812.0,512869.0,5021793.0,1.0,96.789,96.789,0.0,42.0,1.0,32.0,40.0,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,,p.za M.Rossi-Chiesa-p.zza M. Rossi-Chiesa-Piazza Rossi-Chiesa,PTUA2022-PTUA2003-CAP,45.34952935902273,9.164282389726978,0150150001,96.68,96.68,,,,X,1,,,,
PO015019NR0001,,,2.0,MI,BERNATE TICINO,IT03GWBISSAPTA_PO015019NR0001,1.0,2,M,2013-03-01,PO0150190U0001,,,1486533.0,5037861.0,486506.0,5037842.0,1.0,151.01,151.13,0.12,63.5,1.0,40.0,54.25,ALTRO MONITORAGGIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,v.Pellico-Casate-via Pellico-Casate,PTUA2022-PTUA2003,45.493978163383666,8.827299185110007,0150190001,139.53,,,,,X,1,,,,
PO015019NR0037,,,2.0,MI,BERNATE TICINO,IT03GWBISSAPTA_PO015019NR0037,2.0,,M,,,,,,,486234.0,5036651.0,2.0,147.27,147.27,,44.0,1.0,30.0,40.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.48325252401434,8.823851470570924,,,,,,,,,,,,
PO015027NR0045,,,2.0,MI,BOLLATE,IT03GWBISSAPTA_PO015027NR0045,2.0,,M,,,,,1508117.0,5042493.0,508090.0,5042473.0,2.0,148.4,148.4,,40.0,2.0,10.0,31.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.53574587168372,9.103615199751525,,,,,,,,,,,,
PO015041NR0075,,,2.0,MI,BUSTO GAROLFO,IT03GWBISSAPTA_PO015041NR0075,1.0,1,M,2014-05-01,0150410075,,,1491363.0,5042033.0,491337.0,5042014.0,1.0,171.64,172.01,-0.37,30.0,1.0,15.0,30.0,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.531607490202425,8.889054061307203,,,,,,,,,,,,
PO015051NR0012,,,2.0,MI,CARUGATE,IT03GWBISSAPTA_PO015051NR0012,3.0,1,M,2016-02-01,0150510012,,,1526121.0,5045232.0,526092.0,5045211.0,2.0,153.0,153.0,,40.0,2.0,22.0,37.0,INDUSTRIALE,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,SI,,PTUA2022,45.55994854161797,9.334324909887304,,,,,,,,,,,,
PO015059NR0135,,,2.0,MI,CASSANO D'ADDA,IT03GWBISSAPTA_PO015059NR0135,2.0,,M,,PO0150590R0135,,,,,539584.0,5043353.0,2.0,128.019,128.019,,50.0,,,,ANTINCENDIO,POZZO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.5425884950145,9.50704604153912,,,,,,,,,,,,
PO015060NU0070,,,2.0,MI,CASSINA DE' PECCHI,IT03GWBISSAPTA_PO015060NU0070,1.0,1,M,2014-05-01,0150600070,,,1528584.0,5041396.0,528555.0,5041375.0,1.0,134.13,134.13,0.0,43.0,,,,MONITORAGGIO,PIEZOMETRO,GWB ISS APTA,IT03GWBISSAPTA,Corpo idrico sotterraneo superficiale di Alta pianura Bacino Ticino - Adda,,,PTUA2022,45.525324428280804,9.3656595767229,,,,,,,,,,,,
